n_1	N_1
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	1
16	0
17	1
18	2
19	2
20	0
21	0
22	1
23	0
24	1
25	1
26	6
27	6
28	2
29	1
30	9
31	9
32	20
33	18
34	18
35	19
36	29
37	14
38	19
39	28
40	19
41	21
42	25
43	29
44	23
45	20
46	17
47	34
48	18
49	19
50	32
51	24
52	20
53	28
54	30
55	22
56	22
57	33
58	26
59	28
60	35
61	28
62	34
63	34
64	38
65	32
66	29
67	36
68	34
69	27
70	34
71	35
72	19
73	26
74	20
75	38
76	30
77	29
78	33
79	34
80	37
81	39
82	37
83	48
84	26
85	34
86	28
87	39
88	47
89	35
90	44
91	34
92	36
93	56
94	49
95	45
96	45
97	52
98	43
99	82
100	109
101	177
102	194
103	289
104	296
105	353
106	273
107	235
108	235
109	197
110	201
111	238
112	257
113	276
114	281
115	253
116	225
117	177
118	163
119	145
120	128
121	116
122	158
123	234
124	368
125	531
126	721
127	796
128	733
129	588
130	490
131	334
132	277
133	230
134	159
135	108
136	69
137	48
138	50
139	27
140	34
141	26
142	27
143	42
144	65
145	91
146	114
147	254
148	288
149	367
150	412
151	456
152	387
153	320
154	279
155	230
156	181
157	114
158	103
159	66
160	61
161	41
162	20
163	22
164	15
165	21
166	14
167	17
168	14
169	17
170	23
171	27
172	32
173	41
174	50
175	57
176	52
177	56
178	34
179	41
180	38
181	26
182	25
183	26
184	20
185	20
186	15
187	12
188	10
189	7
190	12
191	4
192	6
193	9
194	3
195	7
196	7
197	6
198	5
199	8
200	11
201	5
202	8
203	7
204	5
205	8
206	5
207	8
208	11
209	5
210	11
211	10
212	8
213	11
214	7
215	5
216	5
217	3
218	9
219	7
220	5
221	4
222	11
223	3
224	1
225	4
226	4
227	11
228	9
229	6
230	5
231	10
232	6
233	9
234	7
235	6
236	7
237	11
238	10
239	3
240	7
241	8
242	9
243	6
244	5
245	4
246	3
247	7
248	7
249	7
250	3
251	3
252	9
253	2
254	4
255	7
256	5
257	6
258	8
259	5
260	3
261	4
262	7
263	4
264	8
265	3
266	4
267	2
268	6
269	8
270	5
271	5
272	10
273	5
274	5
275	5
276	3
277	6
278	5
279	6
280	5
281	5
282	6
283	6
284	5
285	11
286	4
287	5
288	1
289	2
290	4
291	3
292	6
293	3
294	1
295	4
296	2
297	3
298	5
299	0
300	1
301	1
302	0
303	2
304	4
305	2
306	3
307	4
308	4
309	2
310	6
311	6
312	2
313	3
314	4
315	5
316	2
317	3
318	2
319	6
320	7
321	3
322	4
323	4
324	6
325	5
326	5
327	2
328	2
329	2
330	2
331	3
332	2
333	3
334	1
335	8
336	6
337	1
338	2
339	2
340	4
341	1
342	3
343	0
344	3
345	2
346	2
347	0
348	0
349	1
350	4
351	2
352	2
353	2
354	1
355	0
356	1
357	2
358	4
359	1
360	2
361	4
362	4
363	2
364	2
365	1
366	1
367	5
368	2
369	0
370	3
371	3
372	1
373	0
374	0
375	3
376	1
377	2
378	3
379	1
380	5
381	2
382	0
383	2
384	0
385	1
386	0
387	0
388	1
389	1
390	1
391	0
392	2
393	0
394	0
395	1
396	2
397	1
398	1
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	2
408	0
409	0
410	0
411	0
412	0
413	1
414	0
415	0
416	1
417	1
418	0
419	0
420	1
421	0
422	0
423	1
424	0
425	0
426	0
427	0
428	0
429	1
430	0
431	1
432	1
433	0
434	2
435	0
436	1
437	1
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	1
452	1
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	1
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
