n_2	N_2
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	1
16	0
17	1
18	0
19	4
20	0
21	0
22	0
23	3
24	5
25	5
26	4
27	6
28	7
29	9
30	2
31	7
32	9
33	20
34	12
35	16
36	14
37	19
38	13
39	22
40	28
41	25
42	29
43	9
44	30
45	33
46	23
47	31
48	35
49	29
50	36
51	26
52	31
53	21
54	28
55	32
56	44
57	62
58	111
59	158
60	209
61	213
62	190
63	166
64	136
65	129
66	110
67	93
68	62
69	52
70	49
71	35
72	36
73	41
74	34
75	45
76	33
77	34
78	42
79	40
80	44
81	35
82	39
83	54
84	49
85	57
86	50
87	45
88	60
89	52
90	45
91	60
92	52
93	60
94	62
95	77
96	83
97	104
98	148
99	192
100	268
101	450
102	654
103	895
104	1027
105	1095
106	968
107	795
108	619
109	486
110	414
111	343
112	315
113	258
114	250
115	253
116	225
117	189
118	169
119	150
120	125
121	97
122	88
123	64
124	63
125	60
126	44
127	49
128	46
129	38
130	50
131	34
132	40
133	34
134	32
135	33
136	28
137	33
138	37
139	27
140	28
141	35
142	30
143	36
144	42
145	34
146	39
147	40
148	31
149	44
150	39
151	49
152	54
153	56
154	94
155	103
156	115
157	120
158	86
159	87
160	66
161	53
162	55
163	43
164	44
165	30
166	29
167	30
168	30
169	34
170	38
171	41
172	33
173	35
174	38
175	28
176	36
177	38
178	20
179	34
180	27
181	26
182	28
183	25
184	23
185	22
186	23
187	29
188	24
189	17
190	21
191	25
192	18
193	22
194	21
195	17
196	18
197	17
198	21
199	18
200	16
201	15
202	17
203	21
204	16
205	26
206	16
207	14
208	10
209	16
210	15
211	12
212	14
213	12
214	16
215	15
216	16
217	19
218	7
219	20
220	12
221	13
222	8
223	8
224	20
225	12
226	12
227	5
228	15
229	15
230	10
231	11
232	15
233	12
234	11
235	11
236	10
237	11
238	12
239	14
240	5
241	14
242	12
243	7
244	18
245	9
246	8
247	11
248	13
249	6
250	9
251	6
252	13
253	12
254	13
255	11
256	6
257	11
258	9
259	6
260	8
261	5
262	4
263	7
264	5
265	6
266	6
267	8
268	8
269	8
270	5
271	3
272	9
273	6
274	5
275	9
276	8
277	2
278	4
279	11
280	10
281	13
282	7
283	7
284	9
285	7
286	9
287	9
288	5
289	7
290	10
291	7
292	5
293	11
294	4
295	5
296	4
297	5
298	4
299	4
300	4
301	7
302	8
303	3
304	1
305	3
306	4
307	2
308	0
309	3
310	4
311	6
312	4
313	7
314	8
315	5
316	3
317	5
318	5
319	6
320	6
321	4
322	14
323	8
324	11
325	5
326	3
327	8
328	3
329	4
330	1
331	1
332	3
333	1
334	5
335	10
336	1
337	1
338	5
339	2
340	3
341	4
342	1
343	5
344	6
345	2
346	2
347	2
348	3
349	4
350	2
351	0
352	3
353	4
354	2
355	1
356	3
357	2
358	3
359	0
360	6
361	2
362	1
363	1
364	1
365	2
366	1
367	2
368	3
369	4
370	3
371	1
372	2
373	1
374	2
375	2
376	0
377	0
378	0
379	3
380	2
381	3
382	1
383	0
384	3
385	1
386	2
387	1
388	0
389	1
390	0
391	1
392	0
393	0
394	0
395	2
396	0
397	1
398	1
399	0
400	1
401	1
402	2
403	0
404	2
405	0
406	0
407	0
408	1
409	0
410	0
411	2
412	0
413	0
414	1
415	1
416	0
417	0
418	1
419	1
420	2
421	1
422	2
423	0
424	0
425	2
426	0
427	1
428	1
429	1
430	0
431	1
432	1
433	1
434	0
435	0
436	0
437	0
438	1
439	0
440	1
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	1
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	1
