a	I1
2.357	48.3
2.352	47.4
2.346	45.8
2.341	43.6
2.336	40.9
2.330	38.1
2.325	35.2
2.320	32.4
2.314	29.8
2.309	27.8
2.304	26.4
2.298	25.7
2.293	25.7
2.288	26.8
2.282	28.4
2.277	30.8
2.272	33.3
2.266	35.3
2.261	36.9
2.256	38.2
2.250	39.4
2.245	41.0
2.240	43.1
2.234	45.7
2.229	48.2
2.223	50.0
2.218	50.9
2.213	51.4
2.207	51.3
2.202	50.6
2.197	49.3
2.191	48.0
2.186	46.8
2.181	45.7
2.175	44.5
2.170	43.3
2.165	42.2
2.159	40.9
2.154	39.1
2.149	37.1
2.143	34.8
2.138	32.6
2.133	30.5
2.127	28.6
2.122	27.1
2.117	26.2
2.111	25.9
2.106	26.3
2.101	27.4
2.095	29.1
2.090	31.2
2.085	33.2
2.079	34.9
2.074	36.5
2.069	37.8
2.063	38.9
2.058	40.0
2.053	42.2
2.047	44.0
2.042	46.5
2.037	48.8
2.031	50.9
2.026	52.4
2.021	53.0
2.015	52.8
2.010	52.1
2.005	51.1
1.999	50.1
1.994	49.4
1.989	49.0
1.983	48.7
1.978	48.3
1.972	47.4
1.967	46.0
1.962	44.1
1.956	41.9
1.951	39.5
1.946	37.1
1.940	34.7
1.935	32.4
1.930	30.4
1.924	28.6
1.919	27.1
1.914	26.1
1.908	25.5
1.903	25.6
1.898	26.3
1.892	27.5
1.887	29.1
1.882	31.0
1.876	32.9
1.871	34.7
1.866	36.1
1.860	37.3
1.855	38.1
1.850	39.2
1.844	40.4
1.839	41.9
1.834	43.9
1.828	46.3
1.823	48.7
1.818	50.8
1.812	52.3
1.807	53.2
1.802	53.4
1.796	53.0
1.791	52.2
1.786	51.2
1.780	50.2
1.775	49.4
1.769	48.9
1.764	48.7
1.759	48.5
1.753	48.1
1.748	47.3
1.743	46.0
1.737	44.4
1.732	42.5
1.727	40.3
1.721	38.2
1.716	36.0
1.711	33.0
1.705	31.4
1.700	29.8
1.695	28.3
1.689	27.0
1.684	26.0
1.679	25.5
1.673	25.3
1.668	25.5
1.663	26.3
1.657	27.6
1.652	29.1
1.647	30.9
1.641	32.7
1.636	34.4
1.631	35.9
1.625	37.0
1.620	37.9
1.615	38.8
1.609	39.6
1.604	40.4
1.599	41.3
1.593	42.6
1.588	44.1
1.582	45.9
1.577	47.6
1.572	49.2
1.566	50.3
1.561	51.5
1.556	52.6
1.550	53.3
1.545	53.3
1.540	52.7
1.534	51.8
1.529	50.8
1.524	49.9
1.518	49.2
1.513	48.7
1.508	48.6
1.502	48.5
1.497	48.4
1.492	47.9
1.486	47.2
1.481	46.0
1.476	44.7
1.470	43.0
1.465	41.2
1.460	39.3
1.454	37.4
1.449	35.4
1.444	33.4
1.438	31.6
1.433	30.1
1.428	28.6
1.422	27.3
1.417	26.2
1.411	25.5
1.406	24.9
1.401	24.7
1.395	24.8
1.390	25.3
1.385	26.1
1.379	27.4
1.374	28.7
1.369	31.0
1.363	32.2
1.358	33.6
1.353	35.0
1.347	36.3
1.342	37.3
1.337	37.9
1.331	38.4
1.326	38.9
1.321	39.6
1.315	40.2
1.310	41.0
1.305	41.8
1.299	43.0
1.294	44.6
1.289	46.4
1.283	48.4
1.278	50.4
1.273	52.3
1.267	53.8
1.262	54.9
1.256	55.5
1.251	55.8
1.246	55.7
1.240	55.3
1.235	54.3
1.230	53.2
1.224	52.0
1.219	50.8
1.214	49.7
1.208	48.7
1.203	48.1
1.198	47.8
1.192	47.8
1.187	47.9
1.182	48.1
1.176	48.3
1.171	48.3
1.166	48.0
1.160	47.3
1.155	46.4
1.150	45.1
1.144	43.9
1.139	42.3
1.134	40.4
1.128	38.6
1.123	36.9
1.118	35.3
1.112	33.7
1.107	32.1
1.101	30.7
1.096	29.3
1.091	28.0
1.085	26.9
1.080	26.0
1.075	25.2
1.069	24.6
1.064	24.1
1.059	23.8
1.053	23.6
1.048	23.6
1.043	23.7
1.037	23.9
1.032	24.4
1.027	25.6
1.021	26.2
1.016	27.2
1.011	28.3
1.005	29.6
1.000	30.9
0.995	32.5
0.989	34.0
0.984	35.3
0.979	36.4
0.973	37.3
0.968	38.2
0.962	39.1
0.957	39.9
0.952	40.6
0.946	40.9
0.941	41.0
0.936	41.1
0.930	41.1
0.925	41.1
0.920	41.2
0.914	41.4
0.909	41.8
0.904	42.3
0.898	43.2
0.893	44.2
0.888	45.6
0.882	47.1
0.877	48.6
0.872	50.2
0.866	51.8
0.861	53.5
0.856	54.9
0.850	56.0
0.845	56.7
0.840	57.0
0.834	57.1
0.829	57.0
0.823	56.9
0.818	56.5
0.813	56.0
0.807	55.4
0.802	54.5
0.797	53.3
0.791	52.2
0.786	50.9
0.781	49.7
0.775	48.6
0.770	47.6
0.765	46.7
0.759	46.0
0.754	45.2
0.749	44.7
0.743	44.4
0.738	44.3
0.733	44.3
0.727	44.7
0.722	45.4
0.717	46.4
0.711	47.4
0.706	48.1
0.701	48.7
0.695	49.0
0.690	49.1
0.684	49.2
0.679	48.8
0.674	48.3
0.668	47.7
0.663	47.0
0.658	46.2
0.652	45.4
0.647	44.4
0.642	43.2
0.636	42.0
0.631	40.6
0.626	39.1
0.620	37.8
0.615	36.5
0.610	35.4
0.604	34.4
0.599	33.5
0.594	32.5
0.588	31.6
0.583	30.7
0.578	29.9
0.572	29.1
0.567	28.4
0.561	27.7
0.556	27.2
0.551	26.6
0.545	26.1
0.540	25.4
0.535	24.9
0.529	24.4
0.524	24.0
0.519	23.6
0.513	23.3
0.508	23.1
0.503	22.9
0.497	22.7
0.492	22.6
0.487	22.4
0.481	22.3
0.476	22.2
0.471	22.1
0.465	21.9
0.460	21.8
0.455	21.7
0.449	21.7
0.444	21.7
0.438	21.7
0.433	21.7
0.428	21.7
0.422	21.7
0.417	21.8
0.412	21.8
0.406	21.9
0.401	22.0
0.396	22.2
0.390	22.3
0.385	22.4
0.380	22.4
0.374	22.7
0.369	23.0
0.364	23.2
0.358	23.5
0.353	23.6
0.348	23.8
0.342	24.4
0.337	24.5
0.332	24.8
0.326	25.0
0.321	25.4
0.316	25.7
0.310	26.1
0.305	26.5
0.299	26.9
0.294	27.2
0.289	27.7
0.283	28.0
0.278	28.4
0.273	28.8
0.267	29.2
0.262	29.6
0.257	30.0
0.251	30.4
0.246	30.7
0.241	31.1
0.235	31.5
0.230	31.9
0.225	32.3
0.219	32.7
0.214	33.0
0.209	33.4
0.203	33.7
0.198	34.0
0.193	34.3
0.187	34.6
0.182	34.8
0.176	35.0
0.171	35.3
0.166	35.5
0.160	35.7
0.155	35.9
0.150	36.2
0.144	36.3
0.139	36.5
0.134	36.6
0.128	36.8
0.123	36.8
0.118	36.8
0.112	36.7
0.107	36.6
0.102	36.6
0.096	36.8
0.091	37.0
0.086	37.1
0.080	37.1
0.075	37.1
0.070	37.1
0.064	37.1
0.059	37.0
0.053	37.1
0.048	37.0
0.043	37.0
0.037	36.8
0.032	36.7
0.027	36.4
0.021	36.3
0.016	36.0
0.011	35.6
0.005	35.2
0.000	34.4
-0.005	33.7
-0.011	33.1
-0.016	32.7
-0.021	32.6
-0.027	32.6
-0.032	32.6
-0.037	32.6
-0.043	32.3
-0.048	31.9
-0.053	31.3
-0.059	30.8
-0.064	30.3
-0.070	30.0
-0.075	29.7
-0.080	29.3
-0.086	28.9
-0.091	28.5
-0.096	28.1
-0.102	27.8
-0.107	27.4
-0.112	27.1
-0.118	26.7
-0.123	26.4
-0.128	26.1
-0.134	25.8
-0.139	25.5
-0.144	25.1
-0.150	24.7
-0.155	24.5
-0.160	24.1
-0.166	23.9
-0.171	23.7
-0.176	23.4
-0.182	23.1
-0.187	22.9
-0.193	22.7
-0.198	22.6
-0.203	22.4
-0.209	22.2
-0.214	22.2
-0.219	21.9
-0.225	21.9
-0.230	21.8
-0.235	21.7
-0.241	21.5
-0.246	21.4
-0.251	21.2
-0.257	21.1
-0.262	20.9
-0.267	20.8
-0.273	20.8
-0.278	20.8
-0.283	20.8
-0.289	21.0
-0.294	21.2
-0.299	21.4
-0.305	21.5
-0.310	21.6
-0.316	21.6
-0.321	21.8
-0.326	22.0
-0.332	22.4
-0.337	22.6
-0.342	23.2
-0.348	23.3
-0.353	23.6
-0.358	23.9
-0.364	24.3
-0.369	24.7
-0.374	25.1
-0.380	25.7
-0.385	26.2
-0.390	26.8
-0.396	27.6
-0.401	28.4
-0.406	29.1
-0.412	30.0
-0.417	31.0
-0.422	32.0
-0.428	33.3
-0.433	34.5
-0.438	35.9
-0.444	37.3
-0.449	38.9
-0.455	40.5
-0.460	42.1
-0.465	43.7
-0.471	45.3
-0.476	46.8
-0.481	48.2
-0.487	49.4
-0.492	50.5
-0.497	51.3
-0.503	51.8
-0.508	51.9
-0.513	51.7
-0.519	51.1
-0.524	50.4
-0.529	49.3
-0.535	47.9
-0.540	46.4
-0.545	45.0
-0.551	43.8
-0.556	42.8
-0.561	42.1
-0.567	41.8
-0.572	41.7
-0.578	41.7
-0.583	42.0
-0.588	42.6
-0.594	43.5
-0.599	44.8
-0.604	46.3
-0.610	47.8
-0.615	49.4
-0.620	51.2
-0.626	53.0
-0.631	55.0
-0.636	56.7
-0.642	58.4
-0.647	59.9
-0.652	60.9
-0.658	61.5
-0.663	61.6
-0.668	61.1
-0.674	59.9
-0.679	58.1
-0.684	55.0
-0.690	52.6
-0.695	50.1
-0.701	47.4
-0.706	45.2
-0.711	43.5
-0.717	42.1
-0.722	41.0
-0.727	40.2
-0.733	39.6
-0.738	39.3
-0.743	39.1
-0.749	39.0
-0.754	39.3
-0.759	39.5
-0.765	39.9
-0.770	40.3
-0.775	40.6
-0.781	40.7
-0.786	40.5
-0.791	39.9
-0.797	39.2
-0.802	38.3
-0.807	36.8
-0.813	34.9
-0.818	32.7
-0.823	30.7
-0.829	28.8
-0.834	27.1
-0.840	25.6
-0.845	24.5
-0.850	23.6
-0.856	22.8
-0.861	22.2
-0.866	21.8
-0.872	21.5
-0.877	21.5
-0.882	21.5
-0.888	21.7
-0.893	22.0
-0.898	22.4
-0.904	22.9
-0.909	23.6
-0.914	24.3
-0.920	25.2
-0.925	26.0
-0.930	27.0
-0.936	27.8
-0.941	28.7
-0.946	30.0
-0.952	31.8
-0.957	34.3
-0.962	37.5
-0.968	40.8
-0.973	44.0
-0.979	46.4
-0.984	47.9
-0.989	48.5
-0.995	48.3
-1.000	47.3
-1.005	45.8
-1.011	44.2
-1.016	43.0
-1.021	42.2
-1.027	41.7
-1.032	42.0
-1.037	42.8
-1.043	44.1
-1.048	45.9
-1.053	48.0
-1.059	50.6
-1.064	53.3
-1.069	55.7
-1.075	57.4
-1.080	58.1
-1.085	57.6
-1.091	55.9
-1.096	53.2
-1.101	50.1
-1.107	46.7
-1.112	43.8
-1.118	41.4
-1.123	39.8
-1.128	39.0
-1.134	38.7
-1.139	38.8
-1.144	39.1
-1.150	39.6
-1.155	40.0
-1.160	40.0
-1.166	39.4
-1.171	38.4
-1.176	36.9
-1.182	34.5
-1.187	32.0
-1.192	29.4
-1.198	27.0
-1.203	25.2
-1.208	23.8
-1.214	22.7
-1.219	22.2
-1.224	21.7
-1.230	21.5
-1.235	21.6
-1.240	21.9
-1.246	22.4
-1.251	23.2
-1.256	24.3
-1.262	25.8
-1.267	27.6
-1.273	29.5
-1.278	31.9
-1.283	34.4
-1.289	37.3
-1.294	40.3
-1.299	43.1
-1.305	45.4
-1.310	46.7
-1.315	47.0
-1.321	46.1
-1.326	44.8
-1.331	43.4
-1.337	42.3
-1.342	42.0
-1.347	42.4
-1.353	43.4
-1.358	45.1
-1.363	47.3
-1.369	51.1
-1.374	52.7
-1.379	54.0
-1.385	54.4
-1.390	53.8
-1.395	51.4
-1.401	47.7
-1.406	43.7
-1.411	40.3
-1.417	37.8
-1.422	36.2
-1.428	35.5
-1.433	35.4
-1.438	35.8
-1.444	36.0
-1.449	36.0
-1.454	35.6
-1.460	34.4
-1.465	32.4
-1.470	29.8
-1.476	27.2
-1.481	25.0
-1.486	23.3
-1.492	22.2
-1.497	21.5
-1.502	21.2
-1.508	21.4
-1.513	21.9
-1.518	22.7
-1.524	23.7
-1.529	25.2
-1.534	27.2
-1.540	29.4
-1.545	32.0
-1.550	34.9
-1.556	38.1
-1.561	40.9
-1.566	43.2
-1.572	44.6
-1.577	44.7
-1.582	43.8
-1.588	42.4
-1.593	41.4
-1.599	41.1
-1.604	42.1
-1.609	44.0
-1.615	46.7
-1.620	49.6
-1.625	52.2
-1.631	53.6
-1.636	53.2
-1.641	51.0
-1.647	47.3
-1.652	43.4
-1.657	40.1
-1.663	38.1
-1.668	37.0
-1.673	36.7
-1.679	36.9
-1.684	37.2
-1.689	37.0
-1.695	35.9
-1.700	33.6
-1.705	30.8
-1.711	26.4
-1.716	24.5
-1.721	22.9
-1.727	21.9
-1.732	21.3
-1.737	21.2
-1.743	21.5
-1.748	22.2
-1.753	23.3
-1.759	24.9
-1.764	27.0
-1.769	29.5
-1.775	32.4
-1.780	35.5
-1.786	38.9
-1.791	41.5
-1.796	43.0
-1.802	43.0
-1.807	41.8
-1.812	40.5
-1.818	40.1
-1.823	40.9
-1.828	42.9
-1.834	45.8
-1.839	49.0
-1.844	51.5
-1.850	52.3
-1.855	50.7
-1.860	47.0
-1.866	42.7
-1.871	39.2
-1.876	37.0
-1.882	36.0
-1.887	35.9
-1.892	36.1
-1.898	36.0
-1.903	35.1
-1.908	33.0
-1.914	30.0
-1.919	26.9
-1.924	24.3
-1.930	22.4
-1.935	21.3
-1.940	20.9
-1.946	21.0
-1.951	21.7
-1.956	22.8
-1.962	24.4
-1.967	26.8
-1.972	29.7
-1.978	33.0
-1.983	36.7
-1.989	39.9
-1.994	41.8
-1.999	41.9
-2.005	40.7
-2.010	39.3
-2.015	38.9
-2.021	40.1
-2.026	42.6
-2.031	45.8
-2.037	48.6
-2.042	50.0
-2.047	49.0
-2.053	45.2
-2.058	41.1
-2.063	38.0
-2.069	36.0
-2.074	35.3
-2.079	35.3
-2.085	35.4
-2.090	34.9
-2.095	33.0
-2.101	29.8
-2.106	26.4
-2.111	23.6
-2.117	21.5
-2.122	20.4
-2.127	20.1
-2.133	20.4
-2.138	21.3
-2.143	22.7
-2.149	24.7
-2.154	27.2
-2.159	30.5
-2.165	34.1
-2.170	37.8
-2.175	39.9
-2.181	40.0
-2.186	38.8
-2.191	37.8
-2.197	38.1
-2.202	40.1
-2.207	43.0
-2.213	46.2
-2.218	48.1
-2.223	47.6
-2.229	44.3
-2.234	40.1
-2.240	36.7
-2.245	34.8
-2.250	34.1
-2.256	33.9
-2.261	33.5
-2.266	32.2
-2.272	29.6
-2.277	26.4
-2.282	23.5
-2.288	21.4
-2.293	20.2
-2.298	19.9
-2.304	20.2
-2.309	21.3
-2.314	23.0
-2.320	25.5
-2.325	28.7
-2.330	32.3
-2.336	35.8
-2.341	38.2
-2.346	38.5
-2.352	37.4
-2.357	36.4
-2.362	36.6
-2.368	38.6
-2.373	41.6
-2.378	44.8
-2.384	46.2
-2.389	44.6
-2.394	40.2
-2.400	36.5
-2.405	34.0
-2.410	32.9
-2.416	32.7
-2.421	32.5
-2.426	31.4
-2.432	28.9
-2.437	25.7
-2.442	22.7
-2.448	20.8
-2.453	19.7
-2.458	19.4
-2.464	19.9
-2.469	21.1
-2.474	22.8
-2.480	25.5
-2.485	28.8
-2.490	32.4
-2.496	35.2
-2.501	36.1
-2.506	35.2
-2.512	34.2
-2.517	34.4
-2.522	35.9
-2.528	38.6
-2.533	40.9
-2.538	41.4
-2.544	39.3
-2.549	35.8
-2.554	32.8
-2.560	31.2
-2.565	30.7
-2.570	30.4
-2.576	29.7
-2.581	27.5
-2.586	24.6
-2.592	21.7
-2.597	19.8
-2.602	18.8
-2.608	18.6
-2.613	19.0
-2.619	20.3
-2.624	22.3
-2.629	25.0
-2.635	28.2
-2.640	31.3
-2.645	33.1
-2.651	32.9
-2.656	32.0
-2.661	31.8
-2.667	33.1
-2.672	35.4
-2.677	37.8
-2.683	38.4
-2.688	36.4
-2.693	33.2
-2.699	30.3
-2.704	28.7
-2.709	28.1
-2.715	27.7
-2.720	26.4
-2.725	24.1
-2.731	21.4
-2.736	18.1
-2.741	17.3
-2.747	17.1
-2.752	17.3
-2.757	18.2
-2.763	19.8
-2.768	22.1
-2.773	24.8
-2.779	27.3
-2.784	28.7
-2.789	28.7
-2.795	28.1
-2.800	28.3
-2.805	29.5
-2.811	31.5
-2.816	33.1
-2.821	32.7
-2.827	30.4
-2.832	27.6
-2.837	25.7
-2.843	24.9
-2.848	24.4
-2.853	23.6
-2.859	21.6
-2.864	19.4
-2.869	17.4
-2.875	16.2
-2.880	15.8
-2.885	16.0
-2.891	16.6
-2.896	17.9
-2.901	19.6
-2.907	21.6
-2.912	23.4
-2.917	24.2
-2.923	23.9
-2.928	23.7
-2.933	24.0
-2.939	25.3
-2.944	26.7
-2.949	27.1
-2.955	25.8
-2.960	23.8
-2.965	22.1
-2.971	21.2
-2.976	20.7
-2.981	20.0
-2.987	18.7
-2.992	17.0
-2.997	15.5
-3.003	14.4
-3.008	14.0
-3.013	14.1
-3.019	14.6
-3.024	15.7
-3.029	16.9
-3.035	18.5
-3.040	19.5
-3.045	19.6
-3.051	19.2
-3.056	19.1
-3.061	19.9
-3.067	21.1
-3.072	21.8
-3.077	21.6
-3.083	20.0
-3.088	18.7
-3.093	17.7
-3.099	17.3
-3.104	16.8
-3.109	15.8
-3.115	14.5
-3.120	13.3
-3.125	12.6
-3.131	12.3
-3.136	12.3
-3.141	12.7
-3.147	13.2
-3.152	13.9
-3.157	14.5
-3.163	15.1
-3.168	15.5
-3.173	15.5
-3.179	15.6
-3.184	16.0
-3.189	16.5
-3.195	16.5
-3.200	15.9
-3.205	15.1
-3.211	14.4
-3.216	14.0
-3.221	13.6
-3.227	13.0
-3.232	12.1
-3.237	11.4
-3.243	11.0
-3.248	10.7
-3.253	10.7
-3.259	10.8
-3.264	11.2
-3.269	11.6
-3.275	12.0
-3.280	12.3
-3.285	12.3
-3.291	12.3
-3.296	12.3
-3.301	12.4
-3.306	12.4
-3.312	12.3
-3.317	11.8
-3.322	11.5
-3.328	11.3
-3.333	11.2
-3.338	10.8
-3.344	10.4
-3.349	10.0
-3.354	9.6
-3.360	9.4
-3.365	9.4
-3.370	9.4
-3.376	9.5
-3.381	9.6
-3.386	9.7
-3.392	9.8
-3.397	9.8
-3.402	9.8
-3.408	9.8
-3.413	9.8
-3.418	9.9
-3.424	9.6
-3.429	9.5
-3.434	9.3
