a	I1
2.949	42.6
2.944	38.0
2.939	33.7
2.933	29.9
2.928	26.8
2.923	24.4
2.917	22.7
2.912	21.9
2.907	22.0
2.901	23.2
2.896	26.0
2.891	30.0
2.885	33.5
2.880	36.3
2.875	38.7
2.869	41.6
2.864	46.1
2.859	50.6
2.853	53.2
2.848	53.5
2.843	52.6
2.837	51.8
2.832	51.5
2.827	50.9
2.821	49.2
2.816	46.0
2.811	42.0
2.805	37.8
2.800	33.8
2.795	30.2
2.789	27.3
2.784	25.0
2.779	23.4
2.773	22.4
2.768	22.2
2.763	23.0
2.757	25.1
2.752	28.4
2.747	32.0
2.741	35.0
2.736	38.9
2.731	40.3
2.725	43.1
2.720	47.1
2.715	50.9
2.709	53.2
2.704	53.9
2.699	53.4
2.693	52.9
2.688	52.6
2.683	51.8
2.677	49.8
2.672	46.5
2.667	42.8
2.661	39.2
2.656	35.4
2.651	32.0
2.645	28.9
2.640	26.5
2.635	24.5
2.629	23.1
2.624	22.4
2.619	22.4
2.613	23.2
2.608	25.2
2.602	28.2
2.597	31.5
2.592	34.3
2.586	36.7
2.581	39.1
2.576	42.2
2.570	46.1
2.565	50.1
2.560	52.8
2.554	54.0
2.549	54.2
2.544	53.7
2.538	53.3
2.533	52.8
2.528	51.9
2.522	50.2
2.517	47.5
2.512	44.3
2.506	40.7
2.501	37.1
2.496	33.6
2.490	30.5
2.485	27.8
2.480	25.8
2.474	24.2
2.469	23.0
2.464	22.5
2.458	22.7
2.453	23.8
2.448	26.0
2.442	28.7
2.437	32.0
2.432	34.6
2.426	37.0
2.421	39.3
2.416	41.9
2.410	45.2
2.405	48.7
2.400	51.6
2.394	55.3
2.389	55.2
2.384	54.8
2.378	54.0
2.373	53.6
2.368	53.1
2.362	52.2
2.357	50.6
2.352	48.2
2.346	45.2
2.341	41.9
2.336	38.6
2.330	35.3
2.325	32.2
2.320	29.4
2.314	27.0
2.309	25.1
2.304	23.7
2.298	22.8
2.293	22.4
2.288	22.4
2.282	23.3
2.277	25.3
2.272	27.8
2.266	30.8
2.261	33.6
2.256	36.0
2.250	38.0
2.245	40.4
2.240	43.0
2.234	45.9
2.229	48.7
2.223	51.0
2.218	52.4
2.213	53.2
2.207	53.5
2.202	53.5
2.197	53.0
2.191	52.0
2.186	50.5
2.181	48.4
2.175	46.0
2.170	43.8
2.165	41.7
2.159	39.4
2.154	37.0
2.149	34.5
2.143	32.1
2.138	29.8
2.133	27.7
2.127	25.9
2.122	24.4
2.117	23.4
2.111	22.7
2.106	22.6
2.101	22.9
2.095	23.8
2.090	25.5
2.085	27.8
2.079	30.3
2.074	32.8
2.069	35.1
2.063	37.1
2.058	39.1
2.053	42.4
2.047	44.4
2.042	47.1
2.037	49.8
2.031	52.2
2.026	53.8
2.021	54.8
2.015	55.1
2.010	54.9
2.005	54.5
1.999	54.2
1.994	53.8
1.989	53.0
1.983	51.8
1.978	50.2
1.972	48.0
1.967	45.4
1.962	42.6
1.956	39.6
1.951	36.8
1.946	34.1
1.940	31.6
1.935	29.4
1.930	27.4
1.924	25.8
1.919	24.5
1.914	23.5
1.908	22.6
1.903	22.3
1.898	22.3
1.892	22.9
1.887	23.9
1.882	25.5
1.876	27.6
1.871	29.9
1.866	32.2
1.860	34.3
1.855	36.2
1.850	38.1
1.844	39.9
1.839	42.0
1.834	44.4
1.828	47.0
1.823	49.7
1.818	52.2
1.812	53.8
1.807	54.9
1.802	55.4
1.796	55.4
1.791	55.0
1.786	54.6
1.780	54.2
1.775	53.9
1.769	53.4
1.764	52.6
1.759	51.3
1.753	49.7
1.748	47.4
1.743	45.1
1.737	42.6
1.732	40.0
1.727	37.6
1.721	35.0
1.716	32.6
1.711	29.5
1.705	28.2
1.700	26.6
1.695	25.4
1.689	24.2
1.684	23.4
1.679	22.8
1.673	22.4
1.668	22.3
1.663	22.4
1.657	23.0
1.652	23.8
1.647	25.3
1.641	27.1
1.636	29.2
1.631	31.2
1.625	33.3
1.620	35.2
1.615	36.8
1.609	38.4
1.604	40.0
1.599	41.5
1.593	43.1
1.588	44.9
1.582	46.8
1.577	48.8
1.572	50.5
1.566	52.0
1.561	53.3
1.556	54.5
1.550	55.3
1.545	55.5
1.540	55.4
1.534	55.0
1.529	54.6
1.524	54.2
1.518	53.8
1.513	53.3
1.508	52.6
1.502	51.6
1.497	50.4
1.492	48.6
1.486	46.7
1.481	44.6
1.476	42.4
1.470	40.1
1.465	38.0
1.460	35.7
1.454	33.6
1.449	31.6
1.444	29.9
1.438	28.2
1.433	26.7
1.428	25.4
1.422	24.6
1.417	23.7
1.411	23.0
1.406	22.5
1.401	22.2
1.395	22.1
1.390	22.1
1.385	22.3
1.379	22.8
1.374	23.5
1.369	25.0
1.363	26.2
1.358	27.7
1.353	29.4
1.347	31.3
1.342	33.0
1.337	34.6
1.331	35.9
1.326	37.1
1.321	38.4
1.315	39.8
1.310	41.2
1.305	42.5
1.299	44.0
1.294	45.9
1.289	47.9
1.283	50.0
1.278	52.2
1.273	54.0
1.267	55.6
1.262	56.7
1.256	57.4
1.251	57.6
1.246	57.6
1.240	57.2
1.235	56.6
1.230	55.9
1.224	55.2
1.219	54.6
1.214	54.1
1.208	53.7
1.203	53.3
1.198	53.0
1.192	52.5
1.187	51.9
1.182	51.1
1.176	50.1
1.171	48.9
1.166	47.3
1.160	45.7
1.155	44.0
1.150	42.0
1.144	40.0
1.139	38.0
1.134	36.0
1.128	34.0
1.123	32.4
1.118	30.8
1.112	29.4
1.107	28.0
1.101	26.8
1.096	25.7
1.091	24.8
1.085	24.0
1.080	23.2
1.075	22.7
1.069	22.3
1.064	21.9
1.059	21.6
1.053	21.3
1.048	21.3
1.043	21.1
1.037	21.2
1.032	21.4
1.027	22.0
1.021	22.2
1.016	22.6
1.011	23.2
1.005	24.0
1.000	24.8
0.995	26.0
0.989	27.5
0.984	28.8
0.979	30.4
0.973	32.0
0.968	33.4
0.962	35.0
0.957	36.4
0.952	38.0
0.946	39.2
0.941	40.1
0.936	40.9
0.930	41.5
0.925	42.1
0.920	42.7
0.914	43.3
0.909	43.9
0.904	44.6
0.898	45.5
0.893	46.7
0.888	48.0
0.882	49.3
0.877	50.9
0.872	52.5
0.866	54.1
0.861	55.6
0.856	57.0
0.850	57.8
0.845	58.6
0.840	58.7
0.834	58.7
0.829	58.6
0.823	58.4
0.818	58.0
0.813	57.6
0.807	57.0
0.802	56.3
0.797	55.5
0.791	54.8
0.786	53.9
0.781	53.2
0.775	52.5
0.770	52.2
0.765	51.9
0.759	51.9
0.754	51.7
0.749	51.5
0.743	51.3
0.738	51.0
0.733	50.8
0.727	50.7
0.722	50.8
0.717	50.9
0.711	50.9
0.706	50.6
0.701	50.1
0.695	49.2
0.690	48.2
0.684	46.6
0.679	45.6
0.674	44.5
0.668	43.3
0.663	42.1
0.658	40.6
0.652	39.4
0.647	38.1
0.642	36.9
0.636	35.5
0.631	34.2
0.626	32.9
0.620	31.6
0.615	30.5
0.610	29.6
0.604	28.8
0.599	28.0
0.594	27.2
0.588	26.6
0.583	25.8
0.578	25.4
0.572	24.8
0.567	24.4
0.561	24.0
0.556	23.6
0.551	23.2
0.545	22.8
0.540	22.5
0.535	22.0
0.529	21.7
0.524	21.4
0.519	21.1
0.513	21.0
0.508	20.8
0.503	20.6
0.497	20.5
0.492	20.3
0.487	20.2
0.481	20.0
0.476	20.0
0.471	19.8
0.465	19.8
0.460	19.6
0.455	19.5
0.449	19.5
0.444	19.4
0.438	19.4
0.433	19.4
0.428	19.4
0.422	19.3
0.417	19.3
0.412	19.3
0.406	19.3
0.401	19.4
0.396	19.4
0.390	19.4
0.385	19.4
0.380	19.5
0.374	19.7
0.369	19.7
0.364	19.8
0.358	19.9
0.353	20.2
0.348	20.2
0.342	20.7
0.337	20.6
0.332	20.6
0.326	20.7
0.321	21.0
0.316	21.2
0.310	21.3
0.305	21.4
0.299	21.8
0.294	21.9
0.289	22.0
0.283	22.2
0.278	22.4
0.273	22.6
0.267	22.8
0.262	23.1
0.257	23.4
0.251	23.5
0.246	23.6
0.241	23.8
0.235	24.0
0.230	24.3
0.225	24.6
0.219	24.8
0.214	25.0
0.209	25.1
0.203	25.4
0.198	25.6
0.193	25.8
0.187	25.9
0.182	26.2
0.176	26.3
0.171	26.6
0.166	26.8
0.160	26.9
0.155	27.0
0.150	27.2
0.144	27.4
0.139	27.5
0.134	27.6
0.128	27.6
0.123	27.7
0.118	27.7
0.112	27.6
0.107	27.6
0.102	27.6
0.096	27.6
0.091	27.9
0.086	27.9
0.080	28.0
0.075	27.9
0.070	27.8
0.064	27.8
0.059	27.8
0.053	27.8
0.048	27.8
0.043	27.7
0.037	27.5
0.032	27.5
0.027	27.4
0.021	27.3
0.016	27.0
0.011	26.7
0.005	26.3
0.000	25.7
-0.005	25.2
-0.011	24.7
-0.016	24.4
-0.021	24.4
-0.027	24.5
-0.032	24.6
-0.037	24.6
-0.043	24.6
-0.048	24.2
-0.053	23.9
-0.059	23.6
-0.064	23.3
-0.070	23.1
-0.075	23.1
-0.080	22.8
-0.086	22.6
-0.091	22.4
-0.096	22.4
-0.102	22.3
-0.107	22.2
-0.112	22.0
-0.118	21.8
-0.123	21.6
-0.128	21.5
-0.134	21.5
-0.139	21.3
-0.144	21.1
-0.150	21.0
-0.155	20.8
-0.160	20.7
-0.166	20.4
-0.171	20.4
-0.176	20.2
-0.182	20.2
-0.187	20.0
-0.193	20.0
-0.198	19.8
-0.203	19.7
-0.209	19.6
-0.214	19.6
-0.219	19.5
-0.225	19.5
-0.230	19.5
-0.235	19.4
-0.241	19.3
-0.246	19.3
-0.251	19.2
-0.257	19.2
-0.262	19.1
-0.267	19.0
-0.273	18.9
-0.278	18.9
-0.283	19.0
-0.289	19.2
-0.294	19.2
-0.299	19.4
-0.305	19.5
-0.310	19.6
-0.316	19.6
-0.321	19.8
-0.326	19.9
-0.332	20.2
-0.337	20.5
-0.342	21.0
-0.348	21.1
-0.353	21.4
-0.358	21.6
-0.364	21.9
-0.369	22.1
-0.374	22.4
-0.380	22.7
-0.385	23.0
-0.390	23.4
-0.396	23.8
-0.401	24.2
-0.406	24.7
-0.412	25.1
-0.417	25.9
-0.422	26.7
-0.428	27.5
-0.433	28.3
-0.438	29.1
-0.444	30.1
-0.449	31.1
-0.455	32.3
-0.460	33.5
-0.465	34.7
-0.471	36.0
-0.476	37.4
-0.481	38.9
-0.487	40.5
-0.492	42.1
-0.497	43.7
-0.503	45.3
-0.508	46.9
-0.513	48.4
-0.519	49.8
-0.524	51.3
-0.529	52.4
-0.535	53.0
-0.540	53.4
-0.545	53.3
-0.551	52.8
-0.556	52.3
-0.561	51.6
-0.567	51.0
-0.572	50.3
-0.578	49.5
-0.583	48.9
-0.588	48.6
-0.594	48.6
-0.599	49.0
-0.604	49.7
-0.610	50.6
-0.615	51.6
-0.620	52.9
-0.626	54.2
-0.631	55.6
-0.636	57.2
-0.642	58.7
-0.647	60.2
-0.652	61.3
-0.658	62.0
-0.663	62.4
-0.668	62.3
-0.674	61.6
-0.679	60.3
-0.684	57.7
-0.690	55.7
-0.695	53.3
-0.701	50.9
-0.706	48.8
-0.711	46.8
-0.717	45.4
-0.722	44.4
-0.727	43.6
-0.733	43.1
-0.738	42.7
-0.743	42.4
-0.749	42.1
-0.754	41.9
-0.759	41.7
-0.765	41.2
-0.770	40.8
-0.775	39.7
-0.781	38.3
-0.786	36.7
-0.791	35.0
-0.797	33.0
-0.802	31.2
-0.807	29.3
-0.813	27.3
-0.818	25.7
-0.823	24.4
-0.829	23.2
-0.834	22.3
-0.840	21.5
-0.845	21.0
-0.850	20.6
-0.856	20.2
-0.861	19.8
-0.866	19.8
-0.872	19.8
-0.877	19.7
-0.882	19.7
-0.888	19.8
-0.893	20.0
-0.898	20.4
-0.904	20.8
-0.909	21.2
-0.914	21.8
-0.920	22.3
-0.925	22.8
-0.930	23.2
-0.936	23.7
-0.941	24.3
-0.946	25.0
-0.952	26.3
-0.957	28.2
-0.962	30.6
-0.968	33.4
-0.973	36.3
-0.979	39.2
-0.984	41.9
-0.989	44.4
-0.995	46.8
-1.000	48.6
-1.005	49.9
-1.011	50.6
-1.016	50.7
-1.021	50.3
-1.027	49.5
-1.032	48.6
-1.037	48.2
-1.043	48.1
-1.048	48.8
-1.053	50.0
-1.059	51.7
-1.064	53.9
-1.069	56.2
-1.075	57.9
-1.080	59.0
-1.085	59.0
-1.091	57.8
-1.096	55.8
-1.101	53.0
-1.107	49.9
-1.112	47.0
-1.118	44.6
-1.123	43.0
-1.128	42.1
-1.134	41.7
-1.139	41.4
-1.144	41.1
-1.150	40.6
-1.155	39.5
-1.160	37.9
-1.166	35.8
-1.171	33.3
-1.176	30.8
-1.182	28.2
-1.187	26.0
-1.192	24.1
-1.198	22.6
-1.203	21.4
-1.208	20.6
-1.214	20.1
-1.219	19.7
-1.224	19.6
-1.230	19.5
-1.235	19.6
-1.240	19.9
-1.246	20.3
-1.251	20.9
-1.256	21.7
-1.262	22.8
-1.267	23.9
-1.273	25.3
-1.278	26.8
-1.283	28.7
-1.289	30.9
-1.294	33.3
-1.299	36.1
-1.305	39.1
-1.310	42.1
-1.315	45.0
-1.321	47.4
-1.326	48.9
-1.331	49.5
-1.337	49.3
-1.342	48.5
-1.347	47.7
-1.353	47.4
-1.358	47.8
-1.363	49.0
-1.369	51.5
-1.374	53.2
-1.379	54.4
-1.385	55.4
-1.390	55.4
-1.395	53.6
-1.401	50.4
-1.406	46.7
-1.411	43.3
-1.417	40.5
-1.422	38.7
-1.428	37.7
-1.433	37.0
-1.438	36.4
-1.444	35.4
-1.449	33.8
-1.454	31.8
-1.460	29.4
-1.465	26.8
-1.470	24.4
-1.476	22.6
-1.481	21.1
-1.486	20.2
-1.492	19.6
-1.497	19.2
-1.502	19.2
-1.508	19.4
-1.513	19.8
-1.518	20.4
-1.524	21.2
-1.529	22.3
-1.534	23.5
-1.540	25.0
-1.545	26.9
-1.550	29.1
-1.556	31.8
-1.561	34.6
-1.566	37.8
-1.572	41.1
-1.577	44.2
-1.582	46.6
-1.588	47.6
-1.593	47.6
-1.599	47.0
-1.604	46.6
-1.609	47.2
-1.615	48.6
-1.620	50.7
-1.625	52.9
-1.631	54.3
-1.636	54.5
-1.641	52.9
-1.647	50.0
-1.652	46.3
-1.657	43.2
-1.663	40.9
-1.668	39.6
-1.673	38.8
-1.679	38.0
-1.684	36.8
-1.689	34.7
-1.695	31.8
-1.700	28.6
-1.705	25.6
-1.711	21.8
-1.716	20.6
-1.721	19.8
-1.727	19.4
-1.732	19.2
-1.737	19.2
-1.743	19.5
-1.748	19.9
-1.753	20.8
-1.759	21.9
-1.764	23.4
-1.769	25.1
-1.775	27.2
-1.780	29.7
-1.786	32.8
-1.791	36.4
-1.796	40.0
-1.802	43.2
-1.807	45.2
-1.812	45.9
-1.818	45.5
-1.823	45.2
-1.828	45.8
-1.834	47.5
-1.839	49.8
-1.844	52.1
-1.850	53.2
-1.855	52.2
-1.860	49.2
-1.866	45.3
-1.871	41.9
-1.876	39.6
-1.882	38.3
-1.887	37.4
-1.892	36.4
-1.898	34.4
-1.903	31.6
-1.908	28.2
-1.914	25.1
-1.919	22.4
-1.924	20.8
-1.930	19.6
-1.935	19.0
-1.940	18.9
-1.946	19.0
-1.951	19.5
-1.956	20.3
-1.962	21.5
-1.967	23.1
-1.972	25.1
-1.978	27.6
-1.983	30.8
-1.989	34.4
-1.994	38.2
-1.999	41.6
-2.005	43.8
-2.010	44.5
-2.015	44.1
-2.021	43.9
-2.026	45.0
-2.031	47.0
-2.037	49.3
-2.042	50.8
-2.047	50.4
-2.053	47.7
-2.058	44.0
-2.063	40.8
-2.069	38.6
-2.074	37.4
-2.079	36.4
-2.085	35.0
-2.090	32.4
-2.095	28.8
-2.101	25.3
-2.106	22.3
-2.111	20.2
-2.117	18.9
-2.122	18.2
-2.127	18.2
-2.133	18.6
-2.138	19.0
-2.143	20.2
-2.149	21.4
-2.154	23.2
-2.159	25.6
-2.165	28.8
-2.170	32.6
-2.175	36.9
-2.181	40.4
-2.186	42.4
-2.191	42.7
-2.197	42.4
-2.202	42.8
-2.207	44.4
-2.213	46.9
-2.218	48.8
-2.223	48.8
-2.229	46.4
-2.234	42.6
-2.240	39.4
-2.245	37.3
-2.250	35.8
-2.256	34.5
-2.261	32.3
-2.266	29.0
-2.272	25.6
-2.277	22.6
-2.282	20.2
-2.288	18.9
-2.293	18.1
-2.298	17.8
-2.304	18.2
-2.309	19.0
-2.314	20.2
-2.320	22.0
-2.325	24.2
-2.330	27.1
-2.336	30.6
-2.341	34.3
-2.346	37.9
-2.352	40.0
-2.357	40.6
-2.362	40.5
-2.368	41.2
-2.373	43.0
-2.378	45.4
-2.384	47.0
-2.389	46.0
-2.394	42.7
-2.400	39.2
-2.405	36.6
-2.410	35.0
-2.416	33.8
-2.421	32.0
-2.426	28.8
-2.432	25.2
-2.437	22.0
-2.442	19.7
-2.448	18.5
-2.453	17.8
-2.458	17.7
-2.464	18.1
-2.469	18.9
-2.474	20.1
-2.480	22.1
-2.485	24.5
-2.490	27.8
-2.496	31.6
-2.501	35.0
-2.506	37.4
-2.512	37.9
-2.517	37.8
-2.522	38.2
-2.528	39.8
-2.533	41.6
-2.538	42.5
-2.544	41.2
-2.549	38.2
-2.554	35.3
-2.560	33.4
-2.565	32.1
-2.570	30.6
-2.576	27.8
-2.581	24.6
-2.586	21.4
-2.592	19.2
-2.597	17.8
-2.602	17.0
-2.608	17.0
-2.613	17.3
-2.619	18.2
-2.624	19.6
-2.629	21.6
-2.635	24.1
-2.640	27.3
-2.645	30.9
-2.651	33.6
-2.656	34.9
-2.661	35.0
-2.667	35.4
-2.672	36.7
-2.677	38.7
-2.683	39.5
-2.688	38.1
-2.693	35.2
-2.699	32.4
-2.704	30.5
-2.709	29.2
-2.715	27.3
-2.720	24.6
-2.725	21.4
-2.731	19.0
-2.736	16.3
-2.741	15.9
-2.747	15.7
-2.752	15.8
-2.757	16.4
-2.763	17.5
-2.768	19.2
-2.773	21.4
-2.779	23.9
-2.784	26.9
-2.789	29.3
-2.795	30.4
-2.800	30.5
-2.805	31.0
-2.811	32.4
-2.816	33.7
-2.821	33.8
-2.827	32.0
-2.832	29.4
-2.837	27.4
-2.843	26.1
-2.848	24.8
-2.853	22.5
-2.859	19.9
-2.864	17.6
-2.869	15.8
-2.875	15.0
-2.880	14.6
-2.885	14.7
-2.891	15.2
-2.896	16.2
-2.901	17.4
-2.907	19.2
-2.912	21.2
-2.917	23.4
-2.923	24.9
-2.928	25.4
-2.933	25.5
-2.939	26.2
-2.944	27.4
-2.949	27.9
-2.955	27.0
-2.960	25.2
-2.965	23.4
-2.971	22.2
-2.976	21.0
-2.981	19.4
-2.987	17.4
-2.992	15.5
-2.997	14.2
-3.003	13.4
-3.008	13.0
-3.013	13.0
-3.019	13.4
-3.024	14.1
-3.029	15.3
-3.035	16.6
-3.040	18.2
-3.045	19.4
-3.051	20.0
-3.056	20.2
-3.061	20.6
-3.067	21.5
-3.072	22.2
-3.077	22.3
-3.083	21.0
-3.088	19.6
-3.093	18.5
-3.099	17.6
-3.104	16.4
-3.109	14.9
-3.115	13.6
-3.120	12.5
-3.125	11.7
-3.131	11.4
-3.136	11.5
-3.141	11.9
-3.147	12.2
-3.152	12.7
-3.157	13.5
-3.163	14.7
-3.168	15.5
-3.173	16.0
-3.179	16.1
-3.184	16.4
-3.189	16.8
-3.195	16.8
-3.200	16.4
-3.205	15.6
-3.211	14.8
-3.216	14.1
-3.221	13.4
-3.227	12.5
-3.232	11.6
-3.237	10.9
-3.243	10.5
-3.248	10.2
-3.253	10.2
-3.259	10.2
-3.264	10.5
-3.269	10.9
-3.275	11.4
-3.280	11.8
-3.285	12.2
-3.291	12.4
-3.296	12.4
-3.301	12.6
-3.306	12.6
-3.312	12.5
-3.317	12.1
-3.322	11.7
-3.328	11.3
-3.333	10.9
-3.338	10.5
-3.344	10.1
-3.349	9.7
-3.354	9.3
-3.360	9.1
-3.365	9.0
-3.370	9.0
-3.376	9.1
-3.381	9.2
-3.386	9.6
-3.392	9.7
-3.397	9.7
-3.402	9.7
-3.408	9.7
-3.413	9.7
-3.418	9.9
-3.424	9.7
-3.429	9.6
-3.434	9.4
