a	I1
-3.429	4.4
-3.434	4.0
-3.440	3.6
-3.445	3.6
-3.450	3.6
-3.456	3.2
-3.461	3.2
-3.466	3.2
-3.472	3.2
-3.477	3.2
-3.482	3.2
-3.488	3.2
-3.493	3.2
-3.498	3.2
-3.504	3.2
-3.509	3.2
-3.514	3.2
-3.520	3.2
-3.525	3.2
-3.530	3.2
-3.536	3.2
-3.541	3.2
-3.546	3.2
-3.552	3.2
-3.557	3.2
-3.562	3.2
-3.568	3.2
-3.573	3.2
-3.578	2.8
-3.584	2.8
-3.589	2.8
-3.594	2.8
-3.600	2.8
-3.605	2.8
-3.610	2.8
-3.616	2.8
-3.621	2.8
-3.626	2.8
-3.632	2.8
-3.637	2.8
-3.642	2.8
-3.647	2.8
-3.653	2.8
-3.658	2.8
-3.663	2.8
-3.669	2.8
-3.674	2.8
-3.679	2.8
-3.685	2.8
-3.690	2.8
-3.695	2.8
-3.701	2.8
-3.706	2.8
-3.711	2.8
-3.717	2.8
-3.722	2.8
-3.727	2.8
-3.733	2.8
-3.738	2.8
-3.743	2.8
-3.749	2.8
-3.754	2.8
-3.759	2.8
-3.765	2.8
-3.770	2.8
-3.775	2.4
-3.781	2.4
-3.786	2.4
-3.791	2.4
-3.797	2.4
-3.802	2.4
-3.807	2.4
-3.813	2.4
-3.818	2.4
-3.823	2.4
-3.829	2.4
-3.834	2.4
-3.839	2.4
-3.844	2.8
-3.850	2.8
-3.855	2.8
-3.860	2.8
-3.866	2.8
-3.871	2.4
-3.876	2.4
-3.882	2.4
-3.887	2.4
-3.892	2.4
-3.898	2.4
-3.903	2.4
-3.908	2.4
-3.914	2.4
-3.919	2.4
-3.924	2.4
-3.930	2.4
-3.935	2.4
-3.940	2.4
-3.946	2.4
-3.951	2.4
-3.956	2.0
-3.962	2.0
-3.967	2.4
-3.972	2.4
-3.978	2.4
-3.983	2.4
-3.988	2.4
-3.994	2.4
-3.999	2.4
-4.004	2.4
-4.009	2.4
-4.015	2.4
-4.020	2.4
-4.025	2.4
-4.031	2.4
-4.036	2.4
-4.041	2.4
-4.047	2.4
-4.052	2.4
-4.057	2.4
-4.063	2.4
-4.068	2.4
-4.073	2.4
-4.079	2.4
-4.084	2.4
-4.089	2.4
-4.095	2.4
-4.100	2.4
-4.105	2.4
-4.111	2.4
-4.116	2.4
-4.121	2.4
-4.127	2.4
-4.132	2.4
-4.137	2.4
-4.143	2.4
-4.148	2.4
-4.153	2.4
-4.158	2.4
-4.164	2.4
-4.169	2.4
-4.174	2.4
-4.180	2.4
-4.185	2.4
-4.190	2.4
-4.196	2.4
-4.201	2.0
-4.206	2.0
-4.212	2.0
-4.217	2.0
-4.222	2.0
-4.228	2.0
-4.233	2.0
-4.238	2.0
-4.244	2.0
-4.249	2.0
-4.254	2.0
-4.260	2.4
-4.265	2.4
-4.270	2.4
-4.275	2.4
-4.281	2.4
-4.286	2.4
-4.291	2.4
-4.297	2.4
-4.302	2.4
-4.307	2.4
-4.313	2.4
-4.318	2.0
-4.323	2.0
-4.329	2.0
-4.334	2.0
-4.339	2.0
-4.345	2.0
-4.350	2.4
-4.355	2.4
-4.361	2.4
-4.366	2.4
-4.371	2.4
-4.377	2.4
-4.382	2.4
-4.387	2.4
-4.392	2.4
-4.398	2.4
-4.403	2.4
-4.408	2.4
-4.414	2.4
-4.419	2.4
-4.424	2.4
-4.430	2.4
-4.435	2.4
-4.440	2.4
-4.446	2.4
-4.451	2.4
-4.456	2.4
-4.462	2.4
-4.467	2.4
-4.472	2.4
-4.478	2.4
-4.483	2.4
-4.488	2.4
-4.493	2.0
-4.499	2.0
-4.504	2.0
-4.509	2.0
-4.515	2.0
-4.520	2.0
-4.525	2.0
-4.531	2.0
-4.536	2.0
-4.541	2.0
-4.547	2.0
-4.552	2.0
-4.557	2.0
-4.563	2.0
-4.568	2.0
-4.573	2.0
-4.578	2.0
-4.584	2.0
-4.589	2.0
-4.594	2.0
-4.600	2.0
-4.605	2.0
-4.610	2.0
-4.616	2.0
-4.621	2.0
-4.626	2.0
-4.632	2.0
-4.637	2.0
-4.642	2.0
-4.648	2.0
-4.653	2.0
-4.658	2.0
-4.663	2.0
-4.669	2.0
-4.674	2.0
-4.679	2.0
-4.685	2.0
-4.690	2.0
-4.695	2.0
-4.701	2.0
-4.706	2.0
-4.711	2.0
-4.717	2.0
-4.722	2.0
-4.727	2.0
-4.733	2.0
-4.738	2.0
-4.743	2.0
-4.748	2.0
-4.754	2.0
-4.759	2.0
-4.764	2.0
-4.770	2.0
-4.775	2.0
-4.780	2.0
-4.786	2.0
-4.791	2.0
-4.796	2.0
-4.802	2.0
-4.807	2.0
-4.812	2.0
-4.818	2.0
-4.823	2.0
-4.828	2.0
-4.833	2.0
-4.839	2.0
-4.844	2.0
-4.849	2.0
-4.855	2.0
-4.860	2.0
-4.865	2.0
-4.871	2.0
-4.876	2.0
-4.881	2.0
-4.887	2.0
-4.892	2.0
-4.897	2.0
-4.902	2.0
-4.908	2.0
-4.913	2.0
-4.918	2.0
-4.924	2.0
-4.929	2.0
-4.934	2.0
-4.940	2.0
-4.945	2.0
-4.950	2.0
-4.956	2.0
-4.961	2.0
-4.966	2.0
-4.971	2.0
-4.977	2.0
-4.982	2.0
-4.987	2.0
-4.993	2.0
-4.998	2.0
-5.003	2.0
-5.009	2.0
-5.014	2.0
-5.019	2.0
-5.025	2.0
-5.030	2.0
-5.035	2.0
-5.040	2.0
-5.046	2.0
-5.051	2.0
-5.056	2.0
-5.062	2.0
-5.067	2.0
-5.072	2.0
-5.078	2.0
-5.083	2.0
-5.088	2.0
-5.094	2.0
-5.099	2.0
-5.104	2.0
-5.109	2.0
-5.115	2.0
-5.120	2.0
-5.125	2.0
-5.131	2.0
-5.136	2.0
-5.141	2.0
-5.147	2.0
-5.152	2.0
-5.157	2.0
-5.162	1.6
-5.168	1.6
-5.173	1.6
-5.178	1.6
-5.184	1.6
-5.189	1.6
-5.194	1.6
-5.200	1.6
-5.205	1.6
-5.210	1.6
-5.216	1.6
-5.221	1.6
-5.226	1.6
-5.231	1.6
-5.237	1.6
-5.242	1.6
-5.247	1.6
-5.253	1.6
-5.258	1.6
-5.263	1.6
-5.269	1.6
-5.274	1.6
-5.279	1.6
-5.284	1.6
-5.290	1.6
-5.295	1.6
-5.300	1.6
-5.306	1.6
-5.311	1.6
-5.316	1.6
-5.322	1.6
-5.327	1.6
-5.332	1.6
-5.337	1.6
-5.343	1.6
-5.348	1.6
-5.353	1.6
-5.359	1.6
-5.364	1.6
-5.369	1.6
-5.375	1.6
-5.380	1.6
-5.385	1.6
-5.390	1.6
-5.396	1.6
-5.401	1.6
-5.406	1.6
-5.412	1.6
-5.417	1.6
-5.422	1.6
-5.428	1.6
-5.433	1.6
-5.438	1.6
-5.443	1.6
-5.449	1.6
-5.454	1.6
