a	I1
4.663	18.9
4.658	16.7
4.653	15.0
4.648	13.9
4.642	13.5
4.637	13.6
4.632	14.8
4.626	16.7
4.621	19.2
4.616	21.6
4.610	24.0
4.605	25.9
4.600	26.4
4.594	26.0
4.589	24.9
4.584	22.6
4.578	19.9
4.573	17.5
4.568	15.9
4.563	14.9
4.557	14.6
4.552	15.4
4.547	17.0
4.541	19.8
4.536	22.6
4.531	25.4
4.525	28.2
4.520	29.8
4.515	30.0
4.509	29.2
4.504	27.2
4.499	24.1
4.493	20.8
4.488	18.2
4.483	16.3
4.478	15.3
4.472	15.3
4.467	16.3
4.462	18.8
4.456	22.0
4.451	25.6
4.446	28.8
4.440	33.7
4.435	34.8
4.430	34.4
4.424	33.2
4.419	30.9
4.414	27.4
4.408	23.4
4.403	20.1
4.398	18.1
4.392	16.8
4.387	16.5
4.382	17.3
4.377	19.7
4.371	22.9
4.366	26.7
4.361	30.2
4.355	33.5
4.350	36.1
4.345	36.9
4.339	36.3
4.334	34.3
4.329	30.7
4.323	26.5
4.318	22.5
4.313	19.6
4.307	17.9
4.302	17.1
4.297	17.5
4.291	19.4
4.286	22.6
4.281	26.7
4.275	31.0
4.270	34.9
4.265	38.1
4.260	40.1
4.254	39.9
4.249	38.4
4.244	35.6
4.238	31.5
4.233	26.9
4.228	23.0
4.222	20.1
4.217	18.3
4.212	17.6
4.206	18.3
4.201	20.7
4.196	24.3
4.190	28.6
4.185	33.2
4.180	37.5
4.174	40.7
4.169	42.6
4.164	42.6
4.158	41.0
4.153	38.1
4.148	33.6
4.143	28.7
4.137	24.3
4.132	21.2
4.127	19.3
4.121	18.5
4.116	18.9
4.111	21.0
4.105	24.6
4.100	30.8
4.095	34.3
4.089	38.3
4.084	41.4
4.079	43.0
4.073	43.4
4.068	42.2
4.063	39.8
4.057	36.3
4.052	31.7
4.047	27.3
4.041	23.6
4.036	20.9
4.031	19.3
4.025	18.9
4.020	20.0
4.015	22.9
4.009	27.3
4.004	31.8
3.999	36.8
3.994	41.7
3.988	45.1
3.983	46.7
3.978	46.7
3.972	45.3
3.967	42.3
3.962	37.9
3.956	32.6
3.951	27.8
3.946	23.9
3.940	21.2
3.935	19.7
3.930	19.3
3.924	20.3
3.919	23.3
3.914	27.7
3.908	32.3
3.903	37.1
3.898	42.3
3.892	46.1
3.887	47.8
3.882	48.0
3.876	47.2
3.871	44.8
3.866	40.5
3.860	35.2
3.855	30.1
3.850	25.9
3.844	22.7
3.839	20.7
3.834	19.6
3.829	19.7
3.823	21.7
3.818	25.7
3.813	30.5
3.807	34.9
3.802	39.9
3.797	45.2
3.791	48.5
3.786	49.3
3.781	48.9
3.775	48.0
3.770	45.2
3.765	40.5
3.759	33.0
3.754	28.8
3.749	25.3
3.743	22.4
3.738	20.5
3.733	19.5
3.727	19.6
3.722	21.3
3.717	25.3
3.711	30.3
3.706	34.7
3.701	39.2
3.695	44.9
3.690	49.4
3.685	50.6
3.679	50.2
3.674	49.7
3.669	47.9
3.663	43.7
3.658	38.2
3.653	32.8
3.647	28.2
3.642	24.6
3.637	21.9
3.632	20.3
3.626	19.6
3.621	20.1
3.616	22.4
3.610	26.9
3.605	32.0
3.600	36.1
3.594	40.5
3.589	46.1
3.584	50.3
3.578	51.1
3.573	50.3
3.568	49.6
3.562	47.7
3.557	43.5
3.552	37.8
3.546	32.4
3.541	27.9
3.536	24.5
3.530	22.0
3.525	20.4
3.520	19.6
3.514	19.7
3.509	21.3
3.504	25.1
3.498	30.3
3.493	34.9
3.488	38.8
3.482	43.9
3.477	49.4
3.472	52.1
3.466	51.8
3.461	51.0
3.456	50.5
3.450	48.3
3.445	43.8
3.440	38.3
3.434	32.9
3.429	28.3
3.424	24.9
3.418	20.8
3.413	19.9
3.408	19.5
3.402	19.6
3.397	20.9
3.392	23.9
3.386	28.9
3.381	33.6
3.376	37.5
3.370	42.2
3.365	48.1
3.360	52.0
3.354	52.6
3.349	51.6
3.344	51.3
3.338	50.3
3.333	47.1
3.328	42.0
3.322	36.5
3.317	31.5
3.312	27.4
3.306	24.2
3.301	21.9
3.296	20.5
3.291	19.8
3.285	20.2
3.280	21.6
3.275	24.9
3.269	29.9
3.264	34.4
3.259	38.0
3.253	42.1
3.248	47.8
3.243	52.1
3.237	53.4
3.232	52.6
3.227	52.2
3.221	51.5
3.216	49.0
3.211	44.5
3.205	39.3
3.200	34.3
3.195	29.9
3.189	26.3
3.184	23.7
3.179	21.7
3.173	20.5
3.168	20.1
3.163	20.5
3.157	22.1
3.152	25.8
3.147	30.7
3.141	35.1
3.136	38.6
3.131	42.7
3.125	48.0
3.120	52.2
3.115	53.7
3.109	53.2
3.104	52.6
3.099	52.3
3.093	50.7
3.088	47.0
3.083	42.4
3.077	35.1
3.072	31.6
3.067	28.2
3.061	25.5
3.056	23.2
3.051	21.5
3.045	20.6
3.040	20.3
3.035	20.8
3.029	22.6
3.024	26.3
3.019	31.1
3.013	35.2
3.008	38.7
3.003	42.7
2.997	47.7
2.992	52.1
2.987	54.2
2.981	54.2
2.976	53.9
2.971	53.7
2.965	52.5
2.960	49.6
2.955	45.3
2.949	40.6
2.944	35.8
2.939	31.6
2.933	28.0
2.928	25.3
2.923	23.2
2.917	21.7
2.912	20.9
2.907	20.6
2.901	21.3
2.896	23.0
2.891	26.3
2.885	30.5
2.880	34.3
2.875	37.7
2.869	41.3
2.864	46.0
2.859	50.7
2.853	53.5
2.848	54.4
2.843	54.3
2.837	54.1
2.832	53.7
2.827	51.9
2.821	48.8
2.816	44.7
2.811	40.3
2.805	35.8
2.800	31.8
2.795	28.4
2.789	25.7
2.784	23.7
2.779	22.1
2.773	21.2
2.768	20.8
2.763	21.2
2.757	22.4
2.752	25.1
2.747	28.7
2.741	32.4
2.736	37.6
2.731	39.6
2.725	42.8
2.720	46.9
2.715	50.9
2.709	53.7
2.704	54.8
2.699	55.1
2.693	55.2
2.688	54.8
2.683	53.0
2.677	49.8
2.672	45.7
2.667	41.2
2.661	37.1
2.656	33.3
2.651	30.0
2.645	27.2
2.640	25.0
2.635	23.1
2.629	21.9
2.624	21.1
2.619	20.8
2.613	21.2
2.608	22.5
2.602	24.8
2.597	28.2
2.592	31.8
2.586	35.0
2.581	38.1
2.576	41.7
2.570	45.8
2.565	50.0
2.560	53.0
2.554	54.9
2.549	55.5
2.544	55.6
2.538	55.5
2.533	54.7
2.528	52.9
2.522	50.2
2.517	46.6
2.512	42.9
2.506	39.0
2.501	35.3
2.496	31.8
2.490	28.9
2.485	26.4
2.480	24.4
2.474	22.8
2.469	21.8
2.464	21.1
2.458	21.1
2.453	21.6
2.448	22.9
2.442	25.4
2.437	28.6
2.432	31.9
2.426	35.1
2.421	38.0
2.416	41.1
2.410	44.8
2.405	48.6
2.400	51.8
2.394	56.0
2.389	56.2
2.384	56.2
2.378	56.1
2.373	55.9
2.368	55.0
2.362	53.3
2.357	50.7
2.352	47.6
2.346	44.0
2.341	40.3
2.336	36.7
2.330	33.3
2.325	30.4
2.320	27.7
2.314	25.6
2.309	24.0
2.304	22.5
2.298	21.6
2.293	21.0
2.288	21.0
2.282	21.4
2.277	22.6
2.272	24.7
2.266	27.4
2.261	30.5
2.256	33.5
2.250	36.3
2.245	39.3
2.240	42.4
2.234	45.7
2.229	48.7
2.223	51.3
2.218	52.9
2.213	54.1
2.207	54.9
2.202	55.3
2.197	55.1
2.191	54.0
2.186	51.8
2.181	48.8
2.175	45.7
2.170	42.9
2.165	40.4
2.159	37.9
2.154	35.1
2.149	32.6
2.143	30.1
2.138	27.9
2.133	26.0
2.127	24.4
2.122	23.1
2.117	22.2
2.111	21.5
2.106	21.2
2.101	21.2
2.095	21.7
2.090	22.8
2.085	24.5
2.079	26.9
2.074	29.6
2.069	32.3
2.063	35.0
2.058	37.6
2.053	41.7
2.047	43.9
2.042	46.8
2.037	49.8
2.031	52.5
2.026	54.5
2.021	55.8
2.015	56.3
2.010	56.5
2.005	56.5
1.999	56.2
1.994	55.6
1.989	54.4
1.983	52.4
1.978	50.1
1.972	47.2
1.967	44.2
1.962	40.9
1.956	37.9
1.951	34.9
1.946	32.2
1.940	29.8
1.935	27.7
1.930	25.9
1.924	24.3
1.919	23.1
1.914	22.3
1.908	21.4
1.903	21.0
1.898	20.9
1.892	21.1
1.887	21.7
1.882	22.7
1.876	24.3
1.871	26.5
1.866	28.8
1.860	31.3
1.855	33.8
1.850	36.1
1.844	38.5
1.839	41.1
1.834	43.8
1.828	46.8
1.823	49.7
1.818	52.4
1.812	54.4
1.807	55.8
1.802	56.5
1.796	56.9
1.791	56.9
1.786	56.8
1.780	56.5
1.775	56.0
1.769	54.9
1.764	53.3
1.759	51.4
1.753	49.1
1.748	46.4
1.743	43.6
1.737	40.7
1.732	38.0
1.727	35.3
1.721	33.0
1.716	30.8
1.711	27.7
1.705	26.5
1.700	25.2
1.695	24.0
1.689	23.0
1.684	22.2
1.679	21.6
1.673	21.2
1.668	21.0
1.663	21.0
1.657	21.1
1.652	21.7
1.647	22.5
1.641	23.8
1.636	25.6
1.631	27.7
1.625	29.8
1.620	32.2
1.615	34.4
1.609	36.5
1.604	38.5
1.599	40.5
1.593	42.5
1.588	44.6
1.582	46.8
1.577	48.8
1.572	50.7
1.566	52.3
1.561	53.9
1.556	55.4
1.550	56.6
1.545	57.1
1.540	57.4
1.534	57.2
1.529	57.0
1.524	56.6
1.518	56.0
1.513	54.9
1.508	53.6
1.502	51.9
1.497	49.9
1.492	47.6
1.486	45.2
1.481	42.9
1.476	40.4
1.470	38.0
1.465	35.6
1.460	33.4
1.454	31.4
1.449	29.5
1.444	28.0
1.438	26.4
1.433	25.2
1.428	24.2
1.422	23.4
1.417	22.5
1.411	22.0
1.406	21.5
1.401	21.2
1.395	20.9
1.390	20.9
1.385	20.9
1.379	21.2
1.374	21.6
1.369	22.5
1.363	23.2
1.358	24.3
1.353	25.7
1.347	27.4
1.342	29.2
1.337	31.2
1.331	33.0
1.326	34.7
1.321	36.4
1.315	38.3
1.310	40.2
1.305	42.0
1.299	43.9
1.294	45.9
1.289	48.1
1.283	50.4
1.278	52.6
1.273	54.7
1.267	56.3
1.262	57.6
1.256	58.3
1.251	58.8
1.246	59.1
1.240	59.0
1.235	58.5
1.230	58.1
1.224	57.7
1.219	57.3
1.214	56.9
1.208	56.4
1.203	55.8
1.198	54.9
1.192	53.9
1.187	52.6
1.182	51.1
1.176	49.5
1.171	47.7
1.166	45.7
1.160	43.7
1.155	41.5
1.150	39.5
1.144	37.5
1.139	35.4
1.134	33.4
1.128	31.6
1.123	30.0
1.118	28.5
1.112	27.3
1.107	26.1
1.101	25.1
1.096	24.2
1.091	23.4
1.085	22.7
1.080	22.1
1.075	21.7
1.069	21.3
1.064	20.9
1.059	20.7
1.053	20.5
1.048	20.3
1.043	20.3
1.037	20.3
1.032	20.3
1.027	20.5
1.021	20.5
1.016	20.7
1.011	21.1
1.005	21.6
1.000	22.2
0.995	23.0
0.989	23.9
0.984	25.1
0.979	26.3
0.973	27.7
0.968	29.2
0.962	30.9
0.957	32.7
0.952	34.4
0.946	36.0
0.941	37.5
0.936	38.9
0.930	40.1
0.925	41.2
0.920	42.2
0.914	43.0
0.909	44.0
0.904	45.0
0.898	46.2
0.893	47.4
0.888	48.6
0.882	50.0
0.877	51.6
0.872	53.2
0.866	54.8
0.861	56.3
0.856	57.6
0.850	58.7
0.845	59.4
0.840	59.7
0.834	59.7
0.829	59.7
0.823	59.7
0.818	59.4
0.813	59.1
0.807	58.7
0.802	58.2
0.797	57.6
0.791	57.1
0.786	56.5
0.781	56.2
0.775	55.9
0.770	55.7
0.765	55.6
0.759	55.6
0.754	55.2
0.749	54.7
0.743	54.1
0.738	53.2
0.733	52.4
0.727	51.9
0.722	51.4
0.717	50.9
0.711	50.2
0.706	49.4
0.701	48.3
0.695	46.8
0.690	45.4
0.684	43.5
0.679	42.4
0.674	41.1
0.668	39.9
0.663	38.6
0.658	37.4
0.652	36.1
0.647	34.8
0.642	33.5
0.636	32.2
0.631	31.1
0.626	29.9
0.620	28.8
0.615	27.8
0.610	27.0
0.604	26.3
0.599	25.8
0.594	25.2
0.588	24.6
0.583	24.1
0.578	23.7
0.572	23.2
0.567	22.8
0.561	22.5
0.556	22.2
0.551	21.9
0.545	21.6
0.540	21.2
0.535	20.9
0.529	20.6
0.524	20.3
0.519	20.1
0.513	19.9
0.508	19.8
0.503	19.7
0.497	19.6
0.492	19.5
0.487	19.3
0.481	19.2
0.476	19.1
0.471	19.1
0.465	18.9
0.460	18.9
0.455	18.7
0.449	18.7
0.444	18.7
0.438	18.6
0.433	18.6
0.428	18.6
0.422	18.6
0.417	18.6
0.412	18.6
0.406	18.6
0.401	18.6
0.396	18.6
0.390	18.6
0.385	18.6
0.380	18.6
0.374	18.6
0.369	18.6
0.364	18.6
0.358	18.7
0.353	18.8
0.348	18.8
0.342	19.1
0.337	19.1
0.332	19.1
0.326	19.1
0.321	19.2
0.316	19.3
0.310	19.4
0.305	19.5
0.299	19.6
0.294	19.7
0.289	19.8
0.283	19.9
0.278	20.0
0.273	20.1
0.267	20.3
0.262	20.5
0.257	20.6
0.251	20.7
0.246	20.9
0.241	21.1
0.235	21.3
0.230	21.3
0.225	21.5
0.219	21.6
0.214	21.8
0.209	21.9
0.203	22.1
0.198	22.2
0.193	22.3
0.187	22.3
0.182	22.3
0.176	22.4
0.171	22.6
0.166	22.7
0.160	22.9
0.155	22.9
0.150	23.0
0.144	23.1
0.139	23.2
0.134	23.3
0.128	23.3
0.123	23.4
0.118	23.3
0.112	23.3
0.107	23.3
0.102	23.3
0.096	23.3
0.091	23.4
0.086	23.4
0.080	23.4
0.075	23.4
0.070	23.3
0.064	23.3
0.059	23.3
0.053	23.3
0.048	23.3
0.043	23.3
0.037	23.3
0.032	23.3
0.027	23.2
0.021	23.1
0.016	22.9
0.011	22.8
0.005	22.4
0.000	22.2
-0.005	21.8
-0.011	21.4
-0.016	21.2
-0.021	21.2
-0.027	21.3
-0.032	21.4
-0.037	21.5
-0.043	21.5
-0.048	21.2
-0.053	21.1
-0.059	20.7
-0.064	20.7
-0.070	20.6
-0.075	20.5
-0.080	20.4
-0.086	20.3
-0.091	20.1
-0.096	20.1
-0.102	19.9
-0.107	19.9
-0.112	19.8
-0.118	19.7
-0.123	19.7
-0.128	19.7
-0.134	19.6
-0.139	19.6
-0.144	19.5
-0.150	19.4
-0.155	19.3
-0.160	19.2
-0.166	19.1
-0.171	19.1
-0.176	19.0
-0.182	18.9
-0.187	18.9
-0.193	18.9
-0.198	18.7
-0.203	18.7
-0.209	18.7
-0.214	18.7
-0.219	18.7
-0.225	18.7
-0.230	18.6
-0.235	18.7
-0.241	18.6
-0.246	18.6
-0.251	18.5
-0.257	18.4
-0.262	18.2
-0.267	18.2
-0.273	18.1
-0.278	18.2
-0.283	18.3
-0.289	18.4
-0.294	18.6
-0.299	18.7
-0.305	18.8
-0.310	18.8
-0.316	18.8
-0.321	18.9
-0.326	19.0
-0.332	19.3
-0.337	19.6
-0.342	20.0
-0.348	20.1
-0.353	20.2
-0.358	20.4
-0.364	20.7
-0.369	20.9
-0.374	21.2
-0.380	21.5
-0.385	21.9
-0.390	22.1
-0.396	22.5
-0.401	22.8
-0.406	23.2
-0.412	23.6
-0.417	24.2
-0.422	24.7
-0.428	25.3
-0.433	26.0
-0.438	26.7
-0.444	27.5
-0.449	28.3
-0.455	29.1
-0.460	30.0
-0.465	31.1
-0.471	32.3
-0.476	33.5
-0.481	34.7
-0.487	36.1
-0.492	37.5
-0.497	39.1
-0.503	40.7
-0.508	42.3
-0.513	44.0
-0.519	45.7
-0.524	47.5
-0.529	49.1
-0.535	50.6
-0.540	51.9
-0.545	52.9
-0.551	53.6
-0.556	54.1
-0.561	54.6
-0.567	54.6
-0.572	54.4
-0.578	54.0
-0.583	53.6
-0.588	53.2
-0.594	53.0
-0.599	53.2
-0.604	53.5
-0.610	53.9
-0.615	54.5
-0.620	55.3
-0.626	56.3
-0.631	57.5
-0.636	58.8
-0.642	60.1
-0.647	61.3
-0.652	62.2
-0.658	62.8
-0.663	63.1
-0.668	62.8
-0.674	62.0
-0.679	60.5
-0.684	58.1
-0.690	56.1
-0.695	53.9
-0.701	51.7
-0.706	49.8
-0.711	48.2
-0.717	46.9
-0.722	46.0
-0.727	45.2
-0.733	44.7
-0.738	44.1
-0.743	43.6
-0.749	42.9
-0.754	42.0
-0.759	40.9
-0.765	39.6
-0.770	38.0
-0.775	36.0
-0.781	33.8
-0.786	31.7
-0.791	29.6
-0.797	27.7
-0.802	26.1
-0.807	24.7
-0.813	23.4
-0.818	22.3
-0.823	21.5
-0.829	20.7
-0.834	20.2
-0.840	19.8
-0.845	19.4
-0.850	19.2
-0.856	19.1
-0.861	19.0
-0.866	18.9
-0.872	18.9
-0.877	18.9
-0.882	18.9
-0.888	19.0
-0.893	19.3
-0.898	19.6
-0.904	19.9
-0.909	20.3
-0.914	20.8
-0.920	21.3
-0.925	21.6
-0.930	22.0
-0.936	22.3
-0.941	22.7
-0.946	23.2
-0.952	24.2
-0.957	25.7
-0.962	27.8
-0.968	30.3
-0.973	33.0
-0.979	35.6
-0.984	38.3
-0.989	40.8
-0.995	43.3
-1.000	46.0
-1.005	48.3
-1.011	50.3
-1.016	51.9
-1.021	52.7
-1.027	53.4
-1.032	52.6
-1.037	52.1
-1.043	51.7
-1.048	51.9
-1.053	52.7
-1.059	54.1
-1.064	55.8
-1.069	57.7
-1.075	59.1
-1.080	59.8
-1.085	59.6
-1.091	58.4
-1.096	56.3
-1.101	53.5
-1.107	50.7
-1.112	48.1
-1.118	45.9
-1.123	44.5
-1.128	43.5
-1.134	42.8
-1.139	41.8
-1.144	40.6
-1.150	38.9
-1.155	36.7
-1.160	33.9
-1.166	31.2
-1.171	28.4
-1.176	26.1
-1.182	24.2
-1.187	22.6
-1.192	21.4
-1.198	20.4
-1.203	19.7
-1.208	19.3
-1.214	19.0
-1.219	18.9
-1.224	18.9
-1.230	18.9
-1.235	18.9
-1.240	19.1
-1.246	19.5
-1.251	19.9
-1.256	20.6
-1.262	21.5
-1.267	22.4
-1.273	23.5
-1.278	24.8
-1.283	26.5
-1.289	28.3
-1.294	30.5
-1.299	33.0
-1.305	35.7
-1.310	38.8
-1.315	41.9
-1.321	45.1
-1.326	47.8
-1.331	49.9
-1.337	51.1
-1.342	51.4
-1.347	51.1
-1.353	50.7
-1.358	50.6
-1.363	51.3
-1.369	53.3
-1.374	54.5
-1.379	55.6
-1.385	56.1
-1.390	55.8
-1.395	54.0
-1.401	51.0
-1.406	47.4
-1.411	44.2
-1.417	41.5
-1.422	39.5
-1.428	38.1
-1.433	36.8
-1.438	34.9
-1.444	32.8
-1.449	30.4
-1.454	27.9
-1.460	25.5
-1.465	23.5
-1.470	21.7
-1.476	20.5
-1.481	19.5
-1.486	18.9
-1.492	18.5
-1.497	18.4
-1.502	18.4
-1.508	18.7
-1.513	19.1
-1.518	19.5
-1.524	20.2
-1.529	21.1
-1.534	22.1
-1.540	23.4
-1.545	24.9
-1.550	26.9
-1.556	29.1
-1.561	31.8
-1.566	34.7
-1.572	38.1
-1.577	41.5
-1.582	45.1
-1.588	47.7
-1.593	49.2
-1.599	49.7
-1.604	49.8
-1.609	50.2
-1.615	51.0
-1.620	52.7
-1.625	54.3
-1.631	55.3
-1.636	55.3
-1.641	53.5
-1.647	50.6
-1.652	47.2
-1.657	44.3
-1.663	42.1
-1.668	40.4
-1.673	38.8
-1.679	36.9
-1.684	34.3
-1.689	31.1
-1.695	27.8
-1.700	24.9
-1.705	22.5
-1.711	19.7
-1.716	19.0
-1.721	18.5
-1.727	18.1
-1.732	18.1
-1.737	18.2
-1.743	18.5
-1.748	18.9
-1.753	19.7
-1.759	20.7
-1.764	21.9
-1.769	23.3
-1.775	25.3
-1.780	27.5
-1.786	30.3
-1.791	33.5
-1.796	37.3
-1.802	41.2
-1.807	44.5
-1.812	46.8
-1.818	48.0
-1.823	48.3
-1.828	48.7
-1.834	49.8
-1.839	51.7
-1.844	53.5
-1.850	54.1
-1.855	52.9
-1.860	50.0
-1.866	46.3
-1.871	43.1
-1.876	40.6
-1.882	38.9
-1.887	37.2
-1.892	34.8
-1.898	31.5
-1.903	27.9
-1.908	24.7
-1.914	22.0
-1.919	20.2
-1.924	19.1
-1.930	18.3
-1.935	17.9
-1.940	18.0
-1.946	18.2
-1.951	18.6
-1.956	19.3
-1.962	20.3
-1.967	21.7
-1.972	23.3
-1.978	25.7
-1.983	28.3
-1.989	31.6
-1.994	35.4
-1.999	39.4
-2.005	43.1
-2.010	45.5
-2.015	46.4
-2.021	46.8
-2.026	47.5
-2.031	48.8
-2.037	50.7
-2.042	51.7
-2.047	51.1
-2.053	48.1
-2.058	44.7
-2.063	41.7
-2.069	39.5
-2.074	37.9
-2.079	35.7
-2.085	32.7
-2.090	29.0
-2.095	25.3
-2.101	22.1
-2.106	20.0
-2.111	18.6
-2.117	17.8
-2.122	17.4
-2.127	17.4
-2.133	17.7
-2.138	18.3
-2.143	19.1
-2.149	20.2
-2.154	21.8
-2.159	23.8
-2.165	26.6
-2.170	30.2
-2.175	34.2
-2.181	38.3
-2.186	41.9
-2.191	44.0
-2.197	44.7
-2.202	45.2
-2.207	46.4
-2.213	48.3
-2.218	49.7
-2.223	49.5
-2.229	47.0
-2.234	43.4
-2.240	40.3
-2.245	38.1
-2.250	35.9
-2.256	33.3
-2.261	29.7
-2.266	25.8
-2.272	22.5
-2.277	20.1
-2.282	18.6
-2.288	17.6
-2.293	17.1
-2.298	17.1
-2.304	17.4
-2.309	18.2
-2.314	19.2
-2.320	20.8
-2.325	22.7
-2.330	25.2
-2.336	28.3
-2.341	32.1
-2.346	36.0
-2.352	39.6
-2.357	41.7
-2.362	42.6
-2.368	43.3
-2.373	44.8
-2.378	46.8
-2.384	47.9
-2.389	46.8
-2.394	43.3
-2.400	40.1
-2.405	37.6
-2.410	35.5
-2.416	33.1
-2.421	29.8
-2.426	25.9
-2.432	22.4
-2.437	19.9
-2.442	18.3
-2.448	17.3
-2.453	16.9
-2.458	16.9
-2.464	17.3
-2.469	18.1
-2.474	19.1
-2.480	20.8
-2.485	22.8
-2.490	25.9
-2.496	29.4
-2.501	33.2
-2.506	36.7
-2.512	38.9
-2.517	39.6
-2.522	40.2
-2.528	41.3
-2.533	42.7
-2.538	43.2
-2.544	41.6
-2.549	38.8
-2.554	36.1
-2.560	34.0
-2.565	31.9
-2.570	29.1
-2.576	25.5
-2.581	22.0
-2.586	19.4
-2.592	17.7
-2.597	16.7
-2.602	16.3
-2.608	16.3
-2.613	16.7
-2.619	17.5
-2.624	18.7
-2.629	20.3
-2.635	22.5
-2.640	25.6
-2.645	29.0
-2.651	32.5
-2.656	35.1
-2.661	36.3
-2.667	36.9
-2.672	38.1
-2.677	39.7
-2.683	40.4
-2.688	38.9
-2.693	36.1
-2.699	33.2
-2.704	31.1
-2.709	28.7
-2.715	25.8
-2.720	22.4
-2.725	19.6
-2.731	17.6
-2.736	15.5
-2.741	15.1
-2.747	15.1
-2.752	15.3
-2.757	15.9
-2.763	16.8
-2.768	18.3
-2.773	20.2
-2.779	22.6
-2.784	25.5
-2.789	28.4
-2.795	30.7
-2.800	31.8
-2.805	32.4
-2.811	33.5
-2.816	34.7
-2.821	34.5
-2.827	32.6
-2.832	30.1
-2.837	27.9
-2.843	26.0
-2.848	23.9
-2.853	21.1
-2.859	18.4
-2.864	16.4
-2.869	15.0
-2.875	14.2
-2.880	13.9
-2.885	14.2
-2.891	14.6
-2.896	15.5
-2.901	16.5
-2.907	18.0
-2.912	20.1
-2.917	22.3
-2.923	24.5
-2.928	26.0
-2.933	26.7
-2.939	27.3
-2.944	28.1
-2.949	28.5
-2.955	27.4
-2.960	25.6
-2.965	23.9
-2.971	22.4
-2.976	20.5
-2.981	18.3
-2.987	16.3
-2.992	14.7
-2.997	13.5
-3.003	13.0
-3.008	12.7
-3.013	12.7
-3.019	13.0
-3.024	13.7
-3.029	14.6
-3.035	15.9
-3.040	17.5
-3.045	19.0
-3.051	20.1
-3.056	20.9
-3.061	21.3
-3.067	22.1
-3.072	22.6
-3.077	22.6
-3.083	21.2
-3.088	19.8
-3.093	18.6
-3.099	17.3
-3.104	15.6
-3.109	14.1
-3.115	12.8
-3.120	12.0
-3.125	11.5
-3.131	11.3
-3.136	11.3
-3.141	11.5
-3.147	11.9
-3.152	12.3
-3.157	13.1
-3.163	14.3
-3.168	15.5
-3.173	16.2
-3.179	16.5
-3.184	16.8
-3.189	17.1
-3.195	17.1
-3.200	16.7
-3.205	15.9
-3.211	15.1
-3.216	14.1
-3.221	13.1
-3.227	12.1
-3.232	11.3
-3.237	10.6
-3.243	10.2
-3.248	10.1
-3.253	10.0
-3.259	10.0
-3.264	10.2
-3.269	10.6
-3.275	11.1
-3.280	11.7
-3.285	12.1
-3.291	12.5
-3.296	12.6
-3.301	12.7
-3.306	12.7
-3.312	12.6
-3.317	12.1
-3.322	11.7
-3.328	11.3
-3.333	10.9
-3.338	10.3
-3.344	9.8
-3.349	9.4
-3.354	9.1
-3.360	8.9
-3.365	8.9
-3.370	8.9
-3.376	8.9
-3.381	9.0
-3.386	9.4
-3.392	9.6
-3.397	9.7
-3.402	9.7
-3.408	9.7
-3.413	9.7
-3.418	10.0
-3.424	9.6
-3.429	9.6
-3.434	9.3
