a	I1
4.260	35.8
4.254	35.6
4.249	33.5
4.244	29.9
4.238	25.6
4.233	21.6
4.228	18.6
4.222	16.5
4.217	15.3
4.212	14.8
4.206	15.1
4.201	16.5
4.196	19.4
4.190	23.3
4.185	28.1
4.180	32.7
4.174	36.1
4.169	38.1
4.164	37.8
4.158	35.5
4.153	31.7
4.148	27.2
4.143	22.9
4.137	19.7
4.132	17.5
4.127	16.1
4.121	15.4
4.116	15.5
4.111	16.7
4.105	19.5
4.100	25.1
4.095	28.8
4.089	33.1
4.084	36.5
4.079	38.5
4.073	38.7
4.068	36.9
4.063	33.6
4.057	29.5
4.052	25.3
4.047	21.7
4.041	18.9
4.036	17.1
4.031	16.0
4.025	15.7
4.020	16.2
4.015	18.1
4.009	21.6
4.004	26.2
3.999	31.4
3.994	36.4
3.988	40.0
3.983	41.8
3.978	41.7
3.972	39.3
3.967	35.3
3.962	30.5
3.956	25.9
3.951	22.3
3.946	19.4
3.940	17.4
3.935	16.2
3.930	15.9
3.924	16.3
3.919	18.1
3.914	21.7
3.908	26.3
3.903	31.4
3.898	36.7
3.892	40.7
3.887	42.7
3.882	43.1
3.876	41.4
3.871	37.7
3.866	33.0
3.860	28.1
3.855	23.9
3.850	20.7
3.844	18.4
3.839	16.8
3.834	16.1
3.829	16.0
3.823	17.1
3.818	19.7
3.813	24.1
3.807	28.9
3.802	34.2
3.797	39.5
3.791	42.9
3.786	44.2
3.781	44.1
3.775	41.8
3.770	37.7
3.765	32.6
3.759	25.4
3.754	22.4
3.749	19.9
3.743	18.0
3.738	16.8
3.733	16.0
3.727	16.0
3.722	16.8
3.717	19.2
3.711	23.5
3.706	28.4
3.701	33.5
3.695	39.1
3.690	43.4
3.685	45.1
3.679	45.4
3.674	44.1
3.669	40.5
3.663	35.6
3.658	30.4
3.653	25.9
3.647	22.2
3.642	19.7
3.637	17.8
3.632	16.7
3.626	16.3
3.621	16.4
3.616	17.5
3.610	20.4
3.605	25.0
3.600	29.9
3.594	34.7
3.589	40.3
3.584	44.3
3.578	45.6
3.573	45.7
3.568	44.2
3.562	40.4
3.557	35.3
3.552	30.0
3.546	25.6
3.541	22.1
3.536	19.5
3.530	17.7
3.525	16.8
3.520	16.3
3.514	16.4
3.509	16.9
3.504	19.1
3.498	23.0
3.493	28.0
3.488	32.8
3.482	38.1
3.477	43.5
3.472	46.1
3.466	46.5
3.461	46.1
3.456	44.3
3.450	40.3
3.445	35.1
3.440	30.1
3.434	25.8
3.429	22.4
3.424	20.0
3.418	17.1
3.413	16.4
3.408	16.1
3.402	16.1
3.397	16.7
3.392	18.3
3.386	21.6
3.381	26.5
3.376	31.3
3.370	36.5
3.365	42.1
3.360	45.7
3.354	46.8
3.349	46.9
3.344	46.0
3.338	43.1
3.333	38.5
3.328	33.3
3.322	28.5
3.317	24.6
3.312	21.5
3.306	19.3
3.301	17.8
3.296	17.0
3.291	16.5
3.285	16.5
3.280	17.1
3.275	18.9
3.269	22.4
3.264	27.1
3.259	31.6
3.253	36.2
3.248	41.7
3.243	45.7
3.237	47.3
3.232	47.7
3.227	47.2
3.221	44.8
3.216	40.7
3.211	35.7
3.205	30.9
3.200	26.7
3.195	23.3
3.189	20.7
3.184	19.0
3.179	17.7
3.173	16.9
3.168	16.6
3.163	16.6
3.157	17.3
3.152	19.4
3.147	22.9
3.141	27.7
3.136	32.0
3.131	36.7
3.125	41.9
3.120	45.9
3.115	47.5
3.109	48.0
3.104	47.8
3.099	46.1
3.093	42.8
3.088	38.4
3.083	33.6
3.077	27.0
3.072	24.4
3.067	21.9
3.061	19.9
3.056	18.5
3.051	17.4
3.045	16.8
3.040	16.7
3.035	16.8
3.029	17.7
3.024	19.7
3.019	23.3
3.013	27.7
3.008	31.9
3.003	36.4
2.997	41.6
2.992	45.7
2.987	47.9
2.981	48.7
2.976	48.9
2.971	47.8
2.965	45.1
2.960	41.1
2.955	36.5
2.949	32.1
2.944	28.0
2.939	24.8
2.933	22.0
2.928	20.0
2.923	18.6
2.917	17.5
2.912	17.0
2.907	16.8
2.901	17.1
2.896	17.8
2.891	19.7
2.885	22.9
2.880	26.8
2.875	30.8
2.869	34.9
2.864	39.7
2.859	44.3
2.853	47.1
2.848	48.5
2.843	49.1
2.837	48.8
2.832	47.2
2.827	44.1
2.821	40.2
2.816	35.9
2.811	31.8
2.805	28.0
2.800	25.0
2.795	22.3
2.789	20.3
2.784	18.9
2.779	17.9
2.773	17.2
2.768	17.0
2.763	17.0
2.757	17.5
2.752	18.8
2.747	21.3
2.741	24.8
2.736	30.4
2.731	32.9
2.725	36.4
2.720	40.7
2.715	44.6
2.709	47.3
2.704	49.0
2.699	49.8
2.693	49.7
2.688	48.2
2.683	45.3
2.677	41.3
2.672	36.9
2.667	32.8
2.661	29.2
2.656	26.1
2.651	23.6
2.645	21.5
2.640	19.8
2.635	18.7
2.629	17.9
2.624	17.2
2.619	17.0
2.613	17.1
2.608	17.6
2.602	18.8
2.597	21.1
2.592	24.2
2.586	27.6
2.581	31.2
2.576	35.1
2.570	39.4
2.565	43.5
2.560	46.7
2.554	48.7
2.549	49.9
2.544	50.3
2.538	49.7
2.533	48.0
2.528	45.2
2.522	41.7
2.517	38.0
2.512	34.2
2.506	30.7
2.501	27.7
2.496	24.9
2.490	22.6
2.485	20.7
2.480	19.3
2.474	18.3
2.469	17.7
2.464	17.2
2.458	17.2
2.453	17.2
2.448	17.9
2.442	19.2
2.437	21.4
2.432	24.2
2.426	27.4
2.421	30.7
2.416	34.2
2.410	38.2
2.405	42.1
2.400	45.3
2.394	49.6
2.389	50.3
2.384	50.7
2.378	50.6
2.373	49.9
2.368	48.2
2.362	45.5
2.357	42.2
2.352	38.8
2.346	35.2
2.341	31.9
2.336	28.7
2.330	26.1
2.325	23.7
2.320	21.9
2.314	20.3
2.309	18.9
2.304	18.1
2.298	17.5
2.293	17.1
2.288	16.9
2.282	17.1
2.277	17.6
2.272	18.9
2.266	20.7
2.261	23.0
2.256	25.9
2.250	28.9
2.245	32.3
2.240	35.7
2.234	39.3
2.229	42.4
2.223	45.0
2.218	46.9
2.213	48.4
2.207	49.4
2.202	49.9
2.197	49.5
2.191	47.7
2.186	44.7
2.181	41.2
2.175	38.0
2.170	35.1
2.165	32.5
2.159	30.2
2.154	27.9
2.149	25.7
2.143	23.8
2.138	22.1
2.133	20.5
2.127	19.5
2.122	18.5
2.117	18.0
2.111	17.6
2.106	17.3
2.101	17.1
2.095	17.3
2.090	17.9
2.085	18.7
2.079	20.2
2.074	22.2
2.069	24.7
2.063	27.5
2.058	30.3
2.053	35.0
2.047	37.3
2.042	40.3
2.037	43.3
2.031	46.0
2.026	48.1
2.021	49.6
2.015	50.5
2.010	51.0
2.005	50.9
1.999	50.3
1.994	49.0
1.989	46.9
1.983	44.3
1.978	41.4
1.972	38.3
1.967	35.2
1.962	32.3
1.956	29.5
1.951	27.1
1.946	25.2
1.940	23.3
1.935	21.7
1.930	20.3
1.924	19.3
1.919	18.5
1.914	17.9
1.908	17.4
1.903	17.1
1.898	16.9
1.892	17.0
1.887	17.2
1.882	17.6
1.876	18.5
1.871	19.9
1.866	21.7
1.860	23.8
1.855	26.2
1.850	28.7
1.844	31.4
1.839	34.1
1.834	37.1
1.828	40.1
1.823	43.2
1.818	45.8
1.812	47.9
1.807	49.4
1.802	50.5
1.796	51.2
1.791	51.3
1.786	51.1
1.780	50.5
1.775	49.4
1.769	47.6
1.764	45.5
1.759	42.9
1.753	40.1
1.748	37.3
1.743	34.6
1.737	32.0
1.732	29.7
1.727	27.5
1.721	25.6
1.716	23.9
1.711	21.7
1.705	20.8
1.700	19.9
1.695	19.1
1.689	18.5
1.684	18.0
1.679	17.6
1.673	17.3
1.668	17.1
1.663	17.0
1.657	17.1
1.652	17.3
1.647	17.6
1.641	18.3
1.636	19.3
1.631	20.7
1.625	22.3
1.620	24.2
1.615	26.5
1.609	28.8
1.604	31.1
1.599	33.4
1.593	35.7
1.588	38.1
1.582	40.5
1.577	42.5
1.572	44.4
1.566	46.0
1.561	47.7
1.556	49.3
1.550	50.6
1.545	51.5
1.540	51.9
1.534	51.9
1.529	51.5
1.524	50.6
1.518	49.2
1.513	47.5
1.508	45.5
1.502	43.2
1.497	40.7
1.492	38.3
1.486	35.9
1.481	33.5
1.476	31.4
1.470	29.3
1.465	27.5
1.460	25.7
1.454	24.3
1.449	22.9
1.444	21.7
1.438	20.7
1.433	19.9
1.428	19.2
1.422	18.7
1.417	18.3
1.411	17.9
1.406	17.6
1.401	17.4
1.395	17.3
1.390	17.2
1.385	17.2
1.379	17.2
1.374	17.3
1.369	17.7
1.363	18.1
1.358	18.6
1.353	19.3
1.347	20.5
1.342	21.7
1.337	23.2
1.331	24.8
1.326	26.7
1.321	28.7
1.315	30.7
1.310	32.8
1.305	34.9
1.299	37.1
1.294	39.4
1.289	41.6
1.283	43.9
1.278	46.0
1.273	48.0
1.267	49.7
1.262	51.0
1.256	52.0
1.251	52.7
1.246	53.2
1.240	53.3
1.235	53.2
1.230	52.9
1.224	52.6
1.219	52.1
1.214	51.2
1.208	50.2
1.203	48.9
1.198	47.3
1.192	45.5
1.187	43.8
1.182	41.7
1.176	39.7
1.171	37.7
1.166	35.7
1.160	33.7
1.155	31.8
1.150	30.1
1.144	28.4
1.139	26.8
1.134	25.4
1.128	24.0
1.123	22.8
1.118	21.9
1.112	21.1
1.107	20.3
1.101	19.6
1.096	19.1
1.091	18.7
1.085	18.2
1.080	17.9
1.075	17.6
1.069	17.4
1.064	17.2
1.059	16.9
1.053	16.8
1.048	16.8
1.043	16.7
1.037	16.8
1.032	16.8
1.027	16.9
1.021	16.9
1.016	16.9
1.011	17.0
1.005	17.3
1.000	17.6
0.995	17.9
0.989	18.3
0.984	18.9
0.979	19.6
0.973	20.4
0.968	21.3
0.962	22.6
0.957	23.9
0.952	25.6
0.946	27.2
0.941	28.7
0.936	30.2
0.930	31.8
0.925	33.2
0.920	34.7
0.914	35.9
0.909	37.2
0.904	38.4
0.898	39.8
0.893	41.2
0.888	42.7
0.882	44.1
0.877	45.6
0.872	47.1
0.866	48.5
0.861	50.0
0.856	51.2
0.850	52.1
0.845	52.8
0.840	53.1
0.834	53.1
0.829	53.3
0.823	53.3
0.818	53.3
0.813	53.3
0.807	53.1
0.802	53.1
0.797	52.7
0.791	52.4
0.786	52.0
0.781	51.7
0.775	51.3
0.770	51.0
0.765	50.5
0.759	49.9
0.754	49.1
0.749	47.9
0.743	46.5
0.738	45.2
0.733	43.9
0.727	42.8
0.722	41.8
0.717	40.8
0.711	39.6
0.706	38.4
0.701	37.3
0.695	35.9
0.690	34.5
0.684	32.5
0.679	31.5
0.674	30.5
0.668	29.4
0.663	28.5
0.658	27.4
0.652	26.5
0.647	25.6
0.642	24.8
0.636	24.0
0.631	23.2
0.626	22.4
0.620	21.6
0.615	21.0
0.610	20.5
0.604	20.1
0.599	19.7
0.594	19.3
0.588	19.0
0.583	18.6
0.578	18.5
0.572	18.2
0.567	18.0
0.561	17.7
0.556	17.7
0.551	17.6
0.545	17.4
0.540	17.1
0.535	16.9
0.529	16.8
0.524	16.6
0.519	16.5
0.513	16.4
0.508	16.3
0.503	16.3
0.497	16.2
0.492	16.1
0.487	16.0
0.481	16.0
0.476	15.9
0.471	15.8
0.465	15.7
0.460	15.6
0.455	15.6
0.449	15.5
0.444	15.4
0.438	15.4
0.433	15.4
0.428	15.4
0.422	15.3
0.417	15.3
0.412	15.3
0.406	15.3
0.401	15.3
0.396	15.3
0.390	15.3
0.385	15.3
0.380	15.3
0.374	15.3
0.369	15.3
0.364	15.4
0.358	15.4
0.353	15.4
0.348	15.4
0.342	15.7
0.337	15.7
0.332	15.7
0.326	15.7
0.321	15.7
0.316	15.7
0.310	15.8
0.305	15.9
0.299	16.0
0.294	16.0
0.289	16.1
0.283	16.1
0.278	16.1
0.273	16.1
0.267	16.1
0.262	16.2
0.257	16.3
0.251	16.4
0.246	16.4
0.241	16.4
0.235	16.7
0.230	16.7
0.225	16.8
0.219	16.8
0.214	16.9
0.209	16.9
0.203	17.0
0.198	17.1
0.193	17.1
0.187	17.2
0.182	17.2
0.176	17.3
0.171	17.3
0.166	17.3
0.160	17.3
0.155	17.3
0.150	17.4
0.144	17.4
0.139	17.5
0.134	17.5
0.128	17.6
0.123	17.6
0.118	17.6
0.112	17.6
0.107	17.6
0.102	17.6
0.096	17.6
0.091	17.6
0.086	17.6
0.080	17.6
0.075	17.6
0.070	17.6
0.064	17.6
0.059	17.6
0.053	17.6
0.048	17.6
0.043	17.6
0.037	17.6
0.032	17.6
0.027	17.6
0.021	17.6
0.016	17.6
0.011	17.5
0.005	17.3
0.000	17.0
-0.005	16.7
-0.011	16.5
-0.016	16.5
-0.021	16.5
-0.027	16.6
-0.032	16.6
-0.037	16.6
-0.043	16.7
-0.048	16.5
-0.053	16.5
-0.059	16.4
-0.064	16.3
-0.070	16.4
-0.075	16.4
-0.080	16.2
-0.086	16.1
-0.091	16.1
-0.096	16.1
-0.102	16.1
-0.107	16.1
-0.112	16.0
-0.118	16.0
-0.123	16.0
-0.128	16.0
-0.134	16.0
-0.139	15.9
-0.144	15.9
-0.150	15.9
-0.155	15.8
-0.160	15.8
-0.166	15.7
-0.171	15.7
-0.176	15.6
-0.182	15.6
-0.187	15.6
-0.193	15.5
-0.198	15.5
-0.203	15.4
-0.209	15.4
-0.214	15.4
-0.219	15.3
-0.225	15.3
-0.230	15.3
-0.235	15.3
-0.241	15.3
-0.246	15.3
-0.251	15.2
-0.257	15.2
-0.262	15.1
-0.267	15.1
-0.273	15.1
-0.278	15.1
-0.283	15.2
-0.289	15.3
-0.294	15.3
-0.299	15.4
-0.305	15.5
-0.310	15.5
-0.316	15.5
-0.321	15.7
-0.326	15.8
-0.332	15.9
-0.337	16.1
-0.342	16.4
-0.348	16.5
-0.353	16.6
-0.358	16.7
-0.364	16.8
-0.369	16.9
-0.374	17.1
-0.380	17.2
-0.385	17.4
-0.390	17.4
-0.396	17.7
-0.401	18.0
-0.406	18.3
-0.412	18.6
-0.417	19.0
-0.422	19.3
-0.428	19.7
-0.433	20.1
-0.438	20.5
-0.444	20.8
-0.449	21.3
-0.455	22.0
-0.460	22.5
-0.465	23.1
-0.471	23.7
-0.476	24.5
-0.481	25.3
-0.487	26.3
-0.492	27.2
-0.497	28.3
-0.503	29.3
-0.508	30.5
-0.513	31.9
-0.519	33.3
-0.524	34.9
-0.529	36.4
-0.535	37.9
-0.540	39.5
-0.545	40.9
-0.551	42.3
-0.556	43.8
-0.561	45.2
-0.567	46.5
-0.572	47.7
-0.578	48.5
-0.583	49.2
-0.588	49.6
-0.594	49.9
-0.599	50.3
-0.604	50.4
-0.610	50.5
-0.615	50.6
-0.620	51.0
-0.626	51.4
-0.631	52.1
-0.636	52.9
-0.642	53.7
-0.647	54.7
-0.652	55.4
-0.658	55.9
-0.663	56.0
-0.668	55.8
-0.674	55.2
-0.679	54.0
-0.684	51.9
-0.690	50.3
-0.695	48.3
-0.701	46.3
-0.706	44.7
-0.711	43.4
-0.717	42.3
-0.722	41.2
-0.727	40.4
-0.733	39.5
-0.738	38.4
-0.743	37.2
-0.749	35.5
-0.754	33.7
-0.759	31.8
-0.765	29.8
-0.770	27.8
-0.775	25.8
-0.781	23.9
-0.786	22.3
-0.791	21.1
-0.797	19.9
-0.802	19.1
-0.807	18.3
-0.813	17.7
-0.818	17.2
-0.823	16.8
-0.829	16.4
-0.834	16.1
-0.840	16.1
-0.845	16.0
-0.850	15.9
-0.856	15.9
-0.861	15.7
-0.866	15.7
-0.872	15.7
-0.877	15.8
-0.882	15.8
-0.888	15.9
-0.893	15.9
-0.898	16.1
-0.904	16.3
-0.909	16.6
-0.914	17.0
-0.920	17.2
-0.925	17.3
-0.930	17.3
-0.936	17.5
-0.941	17.6
-0.946	18.0
-0.952	18.7
-0.957	19.7
-0.962	21.1
-0.968	22.6
-0.973	24.3
-0.979	26.2
-0.984	28.1
-0.989	30.0
-0.995	32.2
-1.000	34.4
-1.005	36.9
-1.011	39.4
-1.016	42.0
-1.021	44.3
-1.027	47.3
-1.032	47.8
-1.037	48.1
-1.043	48.2
-1.048	48.4
-1.053	48.7
-1.059	49.4
-1.064	50.4
-1.069	51.7
-1.075	52.7
-1.080	53.2
-1.085	52.9
-1.091	51.8
-1.096	50.1
-1.101	47.6
-1.107	45.2
-1.112	42.9
-1.118	40.9
-1.123	39.3
-1.128	38.0
-1.134	36.4
-1.139	34.4
-1.144	32.1
-1.150	29.6
-1.155	27.1
-1.160	24.7
-1.166	22.4
-1.171	20.6
-1.176	19.1
-1.182	18.1
-1.187	17.4
-1.192	16.8
-1.198	16.4
-1.203	16.1
-1.208	15.9
-1.214	15.7
-1.219	15.7
-1.224	15.7
-1.230	15.7
-1.235	15.6
-1.240	15.8
-1.246	16.0
-1.251	16.3
-1.256	16.7
-1.262	17.2
-1.267	17.9
-1.273	18.5
-1.278	19.3
-1.283	20.3
-1.289	21.5
-1.294	22.9
-1.299	24.7
-1.305	26.7
-1.310	29.0
-1.315	31.6
-1.321	34.3
-1.326	37.4
-1.331	40.3
-1.337	43.0
-1.342	45.0
-1.347	46.2
-1.353	46.6
-1.358	46.7
-1.363	47.1
-1.369	48.1
-1.374	48.7
-1.379	49.4
-1.385	49.7
-1.390	49.4
-1.395	48.0
-1.401	45.3
-1.406	42.3
-1.411	39.2
-1.417	36.5
-1.422	34.2
-1.428	32.0
-1.433	29.7
-1.438	27.2
-1.444	24.7
-1.449	22.3
-1.454	20.3
-1.460	18.9
-1.465	17.7
-1.470	16.9
-1.476	16.1
-1.481	15.6
-1.486	15.4
-1.492	15.2
-1.497	15.2
-1.502	15.2
-1.508	15.3
-1.513	15.6
-1.518	16.0
-1.524	16.4
-1.529	16.9
-1.534	17.5
-1.540	18.4
-1.545	19.3
-1.550	20.5
-1.556	22.1
-1.561	23.7
-1.566	26.0
-1.572	28.5
-1.577	31.5
-1.582	34.8
-1.588	38.3
-1.593	41.3
-1.599	43.6
-1.604	45.2
-1.609	46.0
-1.615	46.8
-1.620	47.6
-1.625	48.6
-1.631	49.1
-1.636	48.8
-1.641	47.4
-1.647	44.9
-1.652	42.0
-1.657	39.3
-1.663	36.9
-1.668	34.5
-1.673	31.9
-1.679	29.0
-1.684	25.8
-1.689	22.9
-1.695	20.4
-1.700	18.6
-1.705	17.3
-1.711	15.9
-1.716	15.5
-1.721	15.1
-1.727	15.1
-1.732	15.1
-1.737	15.1
-1.743	15.3
-1.748	15.6
-1.753	16.0
-1.759	16.7
-1.764	17.4
-1.769	18.4
-1.775	19.6
-1.780	21.1
-1.786	23.0
-1.791	25.4
-1.796	28.2
-1.802	31.6
-1.807	35.2
-1.812	38.6
-1.818	41.3
-1.823	43.3
-1.828	44.6
-1.834	45.5
-1.839	46.7
-1.844	47.7
-1.850	48.0
-1.855	46.9
-1.860	44.4
-1.866	41.2
-1.871	38.3
-1.876	35.6
-1.882	33.1
-1.887	30.1
-1.892	26.8
-1.898	23.5
-1.903	20.6
-1.908	18.5
-1.914	16.9
-1.919	15.9
-1.924	15.3
-1.930	14.9
-1.935	14.9
-1.940	14.8
-1.946	14.9
-1.951	15.3
-1.956	15.7
-1.962	16.3
-1.967	17.2
-1.972	18.3
-1.978	19.7
-1.983	21.6
-1.989	24.0
-1.994	26.8
-1.999	30.1
-2.005	33.8
-2.010	37.5
-2.015	40.4
-2.021	42.3
-2.026	43.4
-2.031	44.4
-2.037	45.5
-2.042	46.0
-2.047	45.3
-2.053	42.9
-2.058	40.0
-2.063	37.2
-2.069	34.5
-2.074	31.9
-2.079	28.6
-2.085	24.9
-2.090	21.6
-2.095	19.0
-2.101	17.0
-2.106	15.8
-2.111	15.0
-2.117	14.5
-2.122	14.3
-2.127	14.3
-2.133	14.5
-2.138	14.9
-2.143	15.6
-2.149	16.3
-2.154	17.3
-2.159	18.7
-2.165	20.5
-2.170	22.9
-2.175	26.0
-2.181	29.6
-2.186	33.5
-2.191	37.0
-2.197	39.6
-2.202	41.2
-2.207	42.3
-2.213	43.5
-2.218	44.3
-2.223	44.0
-2.229	41.9
-2.234	38.9
-2.240	35.8
-2.245	33.1
-2.250	29.9
-2.256	26.3
-2.261	22.4
-2.266	19.4
-2.272	17.1
-2.277	15.8
-2.282	14.9
-2.288	14.4
-2.293	14.1
-2.298	14.1
-2.304	14.4
-2.309	14.8
-2.314	15.6
-2.320	16.6
-2.325	17.9
-2.330	19.6
-2.336	21.7
-2.341	24.4
-2.346	27.7
-2.352	31.5
-2.357	34.9
-2.362	37.6
-2.368	39.3
-2.373	40.5
-2.378	41.8
-2.384	42.7
-2.389	41.8
-2.394	38.8
-2.400	35.8
-2.405	32.9
-2.410	30.1
-2.416	26.7
-2.421	22.8
-2.426	19.6
-2.432	17.2
-2.437	15.6
-2.442	14.5
-2.448	14.0
-2.453	13.8
-2.458	14.0
-2.464	14.2
-2.469	14.8
-2.474	15.6
-2.480	16.5
-2.485	18.0
-2.490	20.0
-2.496	22.5
-2.501	25.7
-2.506	29.2
-2.512	32.5
-2.517	35.0
-2.522	36.3
-2.528	37.3
-2.533	38.2
-2.538	38.4
-2.544	37.2
-2.549	34.7
-2.554	32.2
-2.560	29.6
-2.565	26.6
-2.570	22.9
-2.576	19.5
-2.581	17.1
-2.586	15.3
-2.592	14.2
-2.597	13.7
-2.602	13.3
-2.608	13.3
-2.613	13.7
-2.619	14.3
-2.624	15.1
-2.629	16.3
-2.635	17.8
-2.640	19.8
-2.645	22.5
-2.651	25.8
-2.656	29.0
-2.661	31.7
-2.667	33.3
-2.672	34.5
-2.677	35.6
-2.683	36.0
-2.688	34.8
-2.693	32.3
-2.699	29.5
-2.704	26.8
-2.709	23.9
-2.715	20.5
-2.720	17.7
-2.725	15.5
-2.731	14.3
-2.736	12.8
-2.741	12.6
-2.747	12.6
-2.752	12.7
-2.757	13.1
-2.763	13.8
-2.768	14.8
-2.773	16.1
-2.779	17.8
-2.784	20.1
-2.789	22.8
-2.795	25.6
-2.800	28.0
-2.805	29.3
-2.811	30.3
-2.816	31.1
-2.821	30.8
-2.827	29.2
-2.832	26.9
-2.837	24.7
-2.843	22.1
-2.848	19.3
-2.853	16.7
-2.859	14.7
-2.864	13.5
-2.869	12.5
-2.875	11.9
-2.880	11.8
-2.885	11.9
-2.891	12.3
-2.896	12.7
-2.901	13.5
-2.907	14.7
-2.912	16.1
-2.917	18.0
-2.923	20.1
-2.928	22.2
-2.933	23.7
-2.939	24.6
-2.944	25.2
-2.949	25.3
-2.955	24.5
-2.960	23.0
-2.965	21.2
-2.971	19.2
-2.976	17.0
-2.981	15.0
-2.987	13.4
-2.992	12.2
-2.997	11.5
-3.003	11.1
-3.008	10.9
-3.013	10.9
-3.019	11.0
-3.024	11.5
-3.029	12.1
-3.035	13.1
-3.040	14.3
-3.045	15.7
-3.051	17.1
-3.056	18.3
-3.061	19.1
-3.067	19.9
-3.072	20.3
-3.077	20.2
-3.083	18.9
-3.088	17.6
-3.093	16.1
-3.099	14.5
-3.104	13.0
-3.109	11.8
-3.115	10.9
-3.120	10.4
-3.125	10.1
-3.131	10.0
-3.136	10.0
-3.141	10.0
-3.147	10.2
-3.152	10.6
-3.157	11.1
-3.163	11.9
-3.168	13.1
-3.173	14.3
-3.179	14.8
-3.184	15.2
-3.189	15.4
-3.195	15.4
-3.200	14.9
-3.205	14.2
-3.211	13.2
-3.216	12.2
-3.221	11.2
-3.227	10.4
-3.232	9.7
-3.237	9.3
-3.243	9.1
-3.248	8.9
-3.253	8.9
-3.259	8.9
-3.264	9.1
-3.269	9.5
-3.275	9.8
-3.280	10.3
-3.285	10.7
-3.291	11.1
-3.296	11.2
-3.301	11.5
-3.306	11.5
-3.312	11.3
-3.317	11.1
-3.322	10.7
-3.328	10.3
-3.333	9.7
-3.338	9.2
-3.344	8.8
-3.349	8.4
-3.354	8.3
-3.360	8.1
-3.365	8.1
-3.370	8.1
-3.376	8.1
-3.381	8.1
-3.386	8.5
-3.392	8.8
-3.397	8.9
-3.402	8.9
-3.408	9.1
-3.413	9.1
-3.418	9.3
-3.424	8.9
-3.429	8.8
-3.434	8.5
