a	I1
-3.429	9.0
-3.434	8.8
-3.440	8.8
-3.445	8.6
-3.450	8.4
-3.456	8.3
-3.461	8.0
-3.466	8.0
-3.472	7.9
-3.477	7.9
-3.482	7.8
-3.488	7.8
-3.493	7.9
-3.498	7.9
-3.504	7.9
-3.509	7.8
-3.514	7.9
-3.520	7.9
-3.525	7.9
-3.530	7.7
-3.536	7.7
-3.541	7.6
-3.546	7.6
-3.552	7.6
-3.557	7.6
-3.562	7.5
-3.568	7.4
-3.573	7.3
-3.578	7.3
-3.584	7.2
-3.589	7.2
-3.594	7.2
-3.600	7.2
-3.605	7.2
-3.610	7.2
-3.616	7.1
-3.621	7.1
-3.626	7.1
-3.632	7.1
-3.637	7.1
-3.642	7.1
-3.647	7.1
-3.653	7.1
-3.658	7.1
-3.663	7.0
-3.669	6.9
-3.674	6.9
-3.679	6.9
-3.685	6.9
-3.690	6.9
-3.695	6.9
-3.701	6.9
-3.706	6.9
-3.711	6.9
-3.717	6.9
-3.722	6.9
-3.727	6.9
-3.733	6.9
-3.738	6.9
-3.743	6.8
-3.749	6.8
-3.754	6.8
-3.759	6.9
-3.765	6.7
-3.770	6.7
-3.775	6.7
-3.781	6.8
-3.786	6.8
-3.791	6.8
-3.797	6.8
-3.802	6.8
-3.807	6.8
-3.813	6.8
-3.818	6.7
-3.823	6.7
-3.829	6.7
-3.834	6.7
-3.839	6.7
-3.844	6.7
-3.850	6.7
-3.855	6.7
-3.860	6.7
-3.866	6.7
-3.871	6.7
-3.876	6.7
-3.882	6.7
-3.887	6.7
-3.892	6.7
-3.898	6.7
-3.903	6.7
-3.908	6.7
-3.914	6.7
-3.919	6.7
-3.924	6.7
-3.930	6.7
-3.935	6.7
-3.940	6.7
-3.946	6.6
-3.951	6.6
-3.956	6.6
-3.962	6.5
-3.967	6.5
-3.972	6.5
-3.978	6.5
-3.983	6.5
-3.988	6.5
-3.994	6.5
-3.999	6.5
-4.004	6.5
-4.009	6.5
-4.015	6.5
-4.020	6.5
-4.025	6.5
-4.031	6.5
-4.036	6.5
-4.041	6.4
-4.047	6.4
-4.052	6.3
-4.057	6.3
-4.063	6.3
-4.068	6.3
-4.073	6.3
-4.079	6.3
-4.084	6.3
-4.089	6.3
-4.095	6.3
-4.100	6.4
-4.105	6.3
-4.111	6.2
-4.116	6.2
-4.121	6.2
-4.127	6.2
-4.132	6.2
-4.137	6.1
-4.143	6.1
-4.148	6.1
-4.153	6.1
-4.158	6.1
-4.164	6.1
-4.169	6.1
-4.174	6.1
-4.180	6.1
-4.185	6.1
-4.190	6.1
-4.196	6.1
-4.201	6.1
-4.206	6.1
-4.212	6.1
-4.217	6.1
-4.222	6.1
-4.228	6.1
-4.233	6.0
-4.238	6.0
-4.244	6.0
-4.249	6.0
-4.254	6.0
-4.260	6.0
-4.265	6.0
-4.270	6.0
-4.275	6.0
-4.281	6.0
-4.286	6.0
-4.291	6.0
-4.297	6.0
-4.302	6.0
-4.307	6.0
-4.313	6.0
-4.318	6.0
-4.323	6.0
-4.329	6.0
-4.334	6.0
-4.339	6.0
-4.345	6.0
-4.350	6.0
-4.355	6.0
-4.361	6.0
-4.366	6.0
-4.371	5.9
-4.377	5.9
-4.382	5.9
-4.387	5.9
-4.392	5.9
-4.398	5.9
-4.403	5.9
-4.408	5.9
-4.414	5.9
-4.419	5.9
-4.424	5.9
-4.430	5.9
-4.435	5.9
-4.440	6.0
-4.446	5.9
-4.451	5.9
-4.456	5.8
-4.462	5.8
-4.467	5.8
-4.472	5.8
-4.478	5.8
-4.483	5.8
-4.488	5.8
-4.493	5.8
-4.499	5.8
-4.504	5.8
-4.509	5.8
-4.515	5.8
-4.520	5.8
-4.525	5.8
-4.531	5.8
-4.536	5.8
-4.541	5.8
-4.547	5.8
-4.552	5.8
-4.557	5.8
-4.563	5.8
-4.568	5.8
-4.573	5.8
-4.578	5.8
-4.584	5.8
-4.589	5.8
-4.594	5.8
-4.600	5.7
-4.605	5.7
-4.610	5.7
-4.616	5.7
-4.621	5.7
-4.626	5.6
-4.632	5.6
-4.637	5.6
-4.642	5.6
-4.648	5.5
-4.653	5.6
-4.658	5.5
-4.663	5.5
-4.669	5.5
-4.674	5.5
-4.679	5.5
-4.685	5.5
-4.690	5.5
-4.695	5.5
-4.701	5.5
-4.706	5.5
-4.711	5.5
-4.717	5.5
-4.722	5.5
-4.727	5.5
-4.733	5.5
-4.738	5.5
-4.743	5.5
-4.748	5.5
-4.754	5.5
-4.759	5.5
-4.764	5.5
-4.770	5.5
-4.775	5.5
-4.780	5.7
-4.786	5.4
-4.791	5.4
-4.796	5.3
-4.802	5.3
-4.807	5.3
-4.812	5.2
-4.818	5.2
-4.823	5.2
-4.828	5.2
-4.833	5.3
-4.839	5.3
-4.844	5.3
-4.849	5.3
-4.855	5.3
-4.860	5.3
-4.865	5.3
-4.871	5.3
-4.876	5.3
-4.881	5.2
-4.887	5.2
-4.892	5.2
-4.897	5.2
-4.902	5.2
-4.908	5.3
-4.913	5.2
-4.918	5.2
-4.924	5.2
-4.929	5.2
-4.934	5.2
-4.940	5.2
-4.945	5.2
-4.950	5.2
-4.956	5.2
-4.961	5.2
-4.966	5.2
-4.971	5.2
-4.977	5.2
-4.982	5.2
-4.987	5.2
-4.993	5.2
-4.998	5.2
-5.003	5.2
-5.009	5.2
-5.014	5.2
-5.019	5.2
-5.025	5.2
-5.030	5.2
-5.035	5.3
-5.040	5.2
-5.046	5.3
-5.051	5.3
-5.056	5.2
-5.062	5.2
-5.067	5.3
-5.072	5.3
-5.078	5.2
-5.083	5.2
-5.088	5.2
-5.094	5.2
-5.099	5.2
-5.104	5.2
-5.109	5.2
-5.115	5.2
-5.120	5.3
-5.125	5.2
-5.131	5.2
-5.136	5.2
-5.141	5.2
-5.147	5.1
-5.152	5.2
-5.157	5.2
-5.162	5.2
-5.168	5.2
-5.173	5.2
-5.178	5.2
-5.184	5.2
-5.189	5.2
-5.194	5.2
-5.200	5.2
-5.205	5.2
-5.210	5.2
-5.216	5.2
-5.221	5.2
-5.226	5.2
-5.231	5.1
-5.237	5.2
-5.242	5.2
-5.247	5.2
-5.253	5.2
-5.258	5.2
-5.263	5.2
-5.269	5.2
-5.274	5.2
-5.279	5.2
-5.284	5.2
-5.290	5.2
-5.295	5.2
-5.300	5.2
-5.306	5.2
-5.311	5.2
-5.316	5.1
-5.322	5.2
-5.327	5.2
-5.332	5.2
-5.337	5.2
-5.343	5.2
-5.348	5.2
-5.353	5.2
-5.359	5.2
-5.364	5.1
-5.369	5.1
-5.375	5.2
-5.380	5.2
-5.385	5.2
-5.390	5.2
-5.396	5.2
-5.401	5.2
-5.406	5.2
-5.412	5.2
-5.417	5.2
-5.422	5.2
-5.428	5.2
-5.433	5.2
-5.438	5.2
-5.443	5.2
-5.449	5.2
-5.454	5.2
