&a / °	I1 / %
4.440	28.4
4.435	30.2
4.430	28.8
4.424	25.1
4.419	20.8
4.414	17.4
4.408	15.0
4.403	13.5
4.398	12.4
4.392	11.7
4.387	11.5
4.382	11.7
4.377	12.4
4.371	13.9
4.366	16.7
4.361	21.2
4.355	26.6
4.350	30.8
4.345	31.0
4.339	27.9
4.334	23.4
4.329	19.5
4.323	16.5
4.318	14.4
4.313	13.1
4.307	12.4
4.302	12.0
4.297	11.9
4.291	12.3
4.286	13.4
4.281	15.6
4.275	19.9
4.270	25.9
4.265	31.5
4.260	34.2
4.254	32.4
4.249	27.9
4.244	23.0
4.238	19.2
4.233	16.4
4.228	14.5
4.222	13.3
4.217	12.6
4.212	12.2
4.206	12.2
4.201	12.7
4.196	14.0
4.190	16.6
4.185	21.6
4.180	28.1
4.174	33.9
4.169	36.2
4.164	34.1
4.158	29.3
4.153	24.2
4.148	20.2
4.143	17.2
4.137	15.2
4.132	13.8
4.127	13.0
4.121	12.6
4.116	12.6
4.111	13.0
4.105	14.0
4.100	17.1
4.095	21.2
4.089	27.4
4.084	33.4
4.079	36.6
4.073	35.5
4.068	31.3
4.063	26.3
4.057	22.2
4.052	18.9
4.047	16.6
4.041	14.8
4.036	13.6
4.031	13.1
4.025	12.8
4.020	12.8
4.015	13.6
4.009	15.1
4.004	18.1
3.999	23.8
3.994	31.3
3.988	37.5
3.983	39.7
3.978	37.4
3.972	32.3
3.967	27.0
3.962	22.6
3.956	19.3
3.951	16.9
3.946	15.1
3.940	13.9
3.935	13.2
3.930	13.1
3.924	13.1
3.919	13.7
3.914	15.0
3.908	17.8
3.903	23.1
3.898	31.1
3.892	38.2
3.887	41.2
3.882	39.3
3.876	34.4
3.871	29.0
3.866	24.2
3.860	20.5
3.855	17.8
3.850	15.8
3.844	14.5
3.839	13.7
3.834	13.3
3.829	13.3
3.823	13.5
3.818	14.3
3.813	16.0
3.807	19.6
3.802	26.3
3.797	34.8
3.791	41.3
3.786	42.5
3.781	39.4
3.775	34.0
3.770	28.5
3.765	23.8
3.759	18.2
3.754	16.5
3.749	15.2
3.743	14.0
3.738	13.4
3.733	13.0
3.727	13.0
3.722	13.3
3.717	14.1
3.711	15.6
3.706	18.6
3.701	24.8
3.695	33.7
3.690	41.4
3.685	44.3
3.679	41.9
3.674	36.7
3.669	30.8
3.663	25.9
3.658	21.9
3.653	19.0
3.647	16.7
3.642	15.2
3.637	14.0
3.632	13.5
3.626	13.2
3.621	13.3
3.616	13.7
3.610	14.6
3.605	16.2
3.600	19.5
3.594	26.0
3.589	35.0
3.584	42.3
3.578	44.7
3.573	41.9
3.568	36.5
3.562	30.6
3.557	25.8
3.552	21.7
3.546	18.9
3.541	16.7
3.536	15.2
3.530	14.0
3.525	13.5
3.520	13.2
3.514	13.3
3.509	13.5
3.504	14.2
3.498	15.4
3.493	17.6
3.488	22.4
3.482	30.5
3.477	39.6
3.472	45.1
3.466	45.2
3.461	41.1
3.456	35.5
3.450	30.0
3.445	25.3
3.440	21.6
3.434	19.0
3.429	16.8
3.424	15.3
3.418	13.8
3.413	13.4
3.408	13.2
3.402	13.2
3.397	13.3
3.392	13.9
3.386	15.1
3.381	16.8
3.376	20.7
3.370	28.0
3.365	37.3
3.360	44.3
3.354	46.3
3.349	43.6
3.344	38.5
3.338	33.0
3.333	28.0
3.328	23.8
3.322	20.7
3.317	18.3
3.312	16.5
3.306	15.2
3.301	14.3
3.296	13.8
3.291	13.4
3.285	13.4
3.280	13.6
3.275	14.3
3.269	15.2
3.264	17.0
3.259	20.7
3.253	27.4
3.248	36.3
3.243	43.6
3.237	46.8
3.232	45.2
3.227	40.7
3.221	35.2
3.216	30.0
3.211	25.7
3.205	22.2
3.200	19.5
3.195	17.5
3.189	16.0
3.184	15.0
3.179	14.2
3.173	13.9
3.168	13.6
3.163	13.6
3.157	13.8
3.152	14.3
3.147	15.4
3.141	17.2
3.136	20.8
3.131	27.3
3.125	35.8
3.120	43.3
3.115	46.8
3.109	46.0
3.104	42.4
3.099	37.5
3.093	32.4
3.088	28.0
3.083	24.1
3.077	19.5
3.072	17.9
3.067	16.7
3.061	15.5
3.056	14.8
3.051	14.1
3.045	13.8
3.040	13.5
3.035	13.6
3.029	13.9
3.024	14.6
3.019	15.4
3.013	17.2
3.008	20.5
3.003	26.6
2.997	34.7
2.992	42.2
2.987	46.7
2.981	47.2
2.976	44.6
2.971	40.4
2.965	35.3
2.960	30.5
2.955	26.5
2.949	23.0
2.944	20.2
2.939	18.2
2.933	16.6
2.928	15.6
2.923	14.8
2.917	14.2
2.912	13.8
2.907	13.8
2.901	13.8
2.896	14.1
2.891	14.5
2.885	15.3
2.880	16.9
2.875	19.8
2.869	24.6
2.864	31.8
2.859	39.3
2.853	44.9
2.848	47.1
2.843	46.2
2.837	43.1
2.832	39.0
2.827	34.4
2.821	30.1
2.816	26.3
2.811	23.1
2.805	20.4
2.800	18.4
2.795	17.0
2.789	16.0
2.784	15.2
2.779	14.6
2.773	14.1
2.768	13.9
2.763	13.8
2.757	14.0
2.752	14.4
2.747	15.1
2.741	16.1
2.736	18.4
2.731	21.2
2.725	26.1
2.720	32.5
2.715	39.3
2.709	44.3
2.704	46.9
2.699	46.6
2.693	44.3
2.688	40.4
2.683	36.0
2.677	31.6
2.672	27.6
2.667	24.3
2.661	21.7
2.656	19.6
2.651	17.9
2.645	16.6
2.640	15.7
2.635	14.9
2.629	14.3
2.624	13.8
2.619	13.7
2.613	13.6
2.608	13.7
2.602	14.1
2.597	14.6
2.592	15.7
2.586	17.2
2.581	20.0
2.576	24.5
2.570	30.4
2.565	37.0
2.560	42.5
2.554	46.1
2.549	47.4
2.544	46.4
2.538	43.7
2.533	40.0
2.528	35.9
2.522	32.1
2.517	28.4
2.512	25.3
2.506	22.5
2.501	20.4
2.496	18.7
2.490	17.2
2.485	16.2
2.480	15.3
2.474	14.8
2.469	14.3
2.464	14.0
2.458	13.8
2.453	13.8
2.448	14.1
2.442	14.4
2.437	15.0
2.432	15.8
2.426	17.3
2.421	19.7
2.416	23.6
2.410	28.6
2.405	34.5
2.400	40.0
2.394	47.3
2.389	48.3
2.384	48.1
2.378	46.5
2.373	43.9
2.368	40.3
2.362	36.4
2.357	32.8
2.352	29.3
2.346	26.2
2.341	23.6
2.336	21.2
2.330	19.4
2.325	17.9
2.320	16.8
2.314	15.9
2.309	15.2
2.304	14.6
2.298	14.2
2.293	13.9
2.288	13.8
2.282	13.7
2.277	13.9
2.272	14.1
2.266	14.5
2.261	15.3
2.256	16.4
2.250	18.1
2.245	20.9
2.240	24.8
2.234	29.8
2.229	35.0
2.223	39.5
2.218	43.2
2.213	45.6
2.207	46.6
2.202	46.1
2.197	44.0
2.191	40.4
2.186	36.4
2.181	32.6
2.175	29.3
2.170	26.7
2.165	24.4
2.159	22.4
2.154	20.7
2.149	19.0
2.143	17.8
2.138	16.9
2.133	16.2
2.127	15.5
2.122	15.1
2.117	14.7
2.111	14.3
2.106	14.0
2.101	13.8
2.095	13.7
2.090	13.7
2.085	14.0
2.079	14.4
2.074	15.0
2.069	15.8
2.063	17.2
2.058	19.2
2.053	23.3
2.047	26.6
2.042	31.0
2.037	35.9
2.031	40.6
2.026	44.5
2.021	46.9
2.015	48.0
2.010	47.9
2.005	46.3
1.999	44.0
1.994	41.1
1.989	37.9
1.983	34.6
1.978	31.5
1.972	28.4
1.967	25.8
1.962	23.5
1.956	21.5
1.951	19.9
1.946	18.7
1.940	17.6
1.935	16.8
1.930	16.0
1.924	15.4
1.919	14.9
1.914	14.5
1.908	14.2
1.903	13.9
1.898	13.7
1.892	13.6
1.887	13.6
1.882	13.7
1.876	13.7
1.871	14.1
1.866	14.7
1.860	15.4
1.855	16.5
1.850	17.9
1.844	20.0
1.839	22.8
1.834	26.6
1.828	30.9
1.823	35.6
1.818	40.0
1.812	44.0
1.807	46.8
1.802	48.5
1.796	49.0
1.791	48.3
1.786	46.5
1.780	44.3
1.775	41.5
1.769	38.7
1.764	35.7
1.759	32.6
1.753	29.9
1.748	27.3
1.743	25.1
1.737	23.1
1.732	21.3
1.727	19.9
1.721	18.7
1.716	17.7
1.711	16.8
1.705	16.1
1.700	15.7
1.695	15.3
1.689	14.9
1.684	14.5
1.679	14.4
1.673	14.0
1.668	13.8
1.663	13.7
1.657	13.7
1.652	13.7
1.647	13.7
1.641	13.7
1.636	14.1
1.631	14.5
1.625	14.9
1.620	15.6
1.615	16.5
1.609	17.7
1.604	19.5
1.599	21.7
1.593	24.5
1.588	27.9
1.582	31.8
1.577	35.5
1.572	38.9
1.566	41.9
1.561	44.8
1.556	47.4
1.550	49.2
1.545	49.7
1.540	49.3
1.534	47.9
1.529	45.9
1.524	43.5
1.518	40.7
1.513	37.9
1.508	34.9
1.502	32.2
1.497	29.8
1.492	27.5
1.486	25.5
1.481	23.5
1.476	22.0
1.470	20.5
1.465	19.4
1.460	18.5
1.454	17.8
1.449	17.0
1.444	16.5
1.438	16.1
1.433	15.7
1.428	15.3
1.422	15.2
1.417	14.8
1.411	14.6
1.406	14.4
1.401	14.4
1.395	14.3
1.390	14.1
1.385	14.0
1.379	14.0
1.374	14.0
1.369	14.1
1.363	14.1
1.358	14.2
1.353	14.2
1.347	14.5
1.342	14.8
1.337	15.2
1.331	15.6
1.326	16.4
1.321	17.2
1.315	18.4
1.310	20.1
1.305	22.3
1.299	24.8
1.294	27.9
1.289	31.5
1.283	35.1
1.278	38.9
1.273	42.7
1.267	45.8
1.262	48.5
1.256	50.7
1.251	52.1
1.246	52.8
1.240	52.8
1.235	51.9
1.230	50.7
1.224	48.9
1.219	46.7
1.214	44.3
1.208	41.6
1.203	39.1
1.198	36.7
1.192	34.3
1.187	32.1
1.182	29.9
1.176	27.8
1.171	25.9
1.166	24.4
1.160	22.8
1.155	21.6
1.150	20.4
1.144	19.6
1.139	18.5
1.134	18.0
1.128	17.2
1.123	16.8
1.118	16.4
1.112	16.0
1.107	15.6
1.101	15.2
1.096	15.0
1.091	14.8
1.085	14.5
1.080	14.4
1.075	14.3
1.069	14.1
1.064	14.0
1.059	13.9
1.053	13.9
1.048	13.8
1.043	13.8
1.037	13.8
1.032	13.8
1.027	13.8
1.021	13.8
1.016	13.8
1.011	13.8
1.005	13.9
1.000	13.9
0.995	14.0
0.989	14.1
0.984	14.3
0.979	14.5
0.973	14.6
0.968	14.9
0.962	15.3
0.957	15.6
0.952	16.0
0.946	16.4
0.941	16.9
0.936	17.5
0.930	18.3
0.925	19.1
0.920	20.3
0.914	21.6
0.909	23.1
0.904	24.8
0.898	26.8
0.893	29.1
0.888	31.6
0.882	34.2
0.877	37.0
0.872	39.8
0.866	42.6
0.861	45.4
0.856	48.0
0.850	50.3
0.845	52.0
0.840	53.3
0.834	54.1
0.829	54.7
0.823	55.2
0.818	55.3
0.813	55.0
0.807	54.6
0.802	53.7
0.797	52.4
0.791	50.8
0.786	49.1
0.781	47.3
0.775	45.6
0.770	43.9
0.765	42.0
0.759	40.0
0.754	38.0
0.749	36.0
0.743	34.0
0.738	32.3
0.733	30.9
0.727	29.6
0.722	28.4
0.717	27.2
0.711	26.1
0.706	24.9
0.701	24.1
0.695	23.3
0.690	22.4
0.684	21.2
0.679	20.6
0.674	20.0
0.668	19.5
0.663	19.0
0.658	18.5
0.652	18.0
0.647	17.7
0.642	17.3
0.636	16.9
0.631	16.5
0.626	16.1
0.620	15.8
0.615	15.6
0.610	15.3
0.604	15.3
0.599	15.2
0.594	14.9
0.588	14.9
0.583	14.6
0.578	14.5
0.572	14.4
0.567	14.3
0.561	14.1
0.556	14.1
0.551	13.8
0.545	13.7
0.540	13.6
0.535	13.6
0.529	13.5
0.524	13.4
0.519	13.3
0.513	13.2
0.508	13.2
0.503	13.2
0.497	13.0
0.492	13.0
0.487	12.9
0.481	12.9
0.476	12.9
0.471	12.9
0.465	12.8
0.460	12.8
0.455	12.7
0.449	12.7
0.444	12.6
0.438	12.6
0.433	12.6
0.428	12.5
0.422	12.5
0.417	12.5
0.412	12.5
0.406	12.5
0.401	12.5
0.396	12.5
0.390	12.5
0.385	12.5
0.380	12.5
0.374	12.5
0.369	12.5
0.364	12.5
0.358	12.5
0.353	12.5
0.348	12.5
0.342	12.5
0.337	12.4
0.332	12.4
0.326	12.5
0.321	12.5
0.316	12.5
0.310	12.5
0.305	12.5
0.299	12.5
0.294	12.5
0.289	12.5
0.283	12.5
0.278	12.5
0.273	12.5
0.267	12.5
0.262	12.5
0.257	12.6
0.251	12.6
0.246	12.7
0.241	12.7
0.235	12.8
0.230	12.8
0.225	12.9
0.219	12.9
0.214	12.9
0.209	12.9
0.203	12.9
0.198	12.9
0.193	12.9
0.187	12.9
0.182	13.0
0.176	13.0
0.171	13.0
0.166	13.0
0.160	13.0
0.155	13.1
0.150	13.1
0.144	13.1
0.139	13.2
0.134	13.2
0.128	13.2
0.123	13.2
0.118	13.2
0.112	13.2
0.107	13.3
0.102	13.3
0.096	13.3
0.091	13.3
0.086	13.3
0.080	13.3
0.075	13.3
0.070	13.2
0.064	13.2
0.059	13.2
0.053	13.3
0.048	13.3
0.043	13.3
0.037	13.3
0.032	13.3
0.027	13.3
0.021	13.3
0.016	13.3
0.011	13.3
0.005	13.1
0.000	12.9
-0.005	12.9
-0.011	12.8
-0.016	12.8
-0.021	12.8
-0.027	12.8
-0.032	12.8
-0.037	12.8
-0.043	12.8
-0.048	12.8
-0.053	12.8
-0.059	12.8
-0.064	12.8
-0.070	12.8
-0.075	12.8
-0.080	12.8
-0.086	12.8
-0.091	12.8
-0.096	12.8
-0.102	12.7
-0.107	12.7
-0.112	12.7
-0.118	12.7
-0.123	12.7
-0.128	12.7
-0.134	12.7
-0.139	12.7
-0.144	12.7
-0.150	12.7
-0.155	12.7
-0.160	12.6
-0.166	12.6
-0.171	12.6
-0.176	12.6
-0.182	12.6
-0.187	12.6
-0.193	12.6
-0.198	12.6
-0.203	12.6
-0.209	12.6
-0.214	12.6
-0.219	12.6
-0.225	12.6
-0.230	12.6
-0.235	12.6
-0.241	12.6
-0.246	12.6
-0.251	12.5
-0.257	12.5
-0.262	12.5
-0.267	12.4
-0.273	12.4
-0.278	12.4
-0.283	12.4
-0.289	12.5
-0.294	12.5
-0.299	12.5
-0.305	12.5
-0.310	12.6
-0.316	12.6
-0.321	12.6
-0.326	12.6
-0.332	12.8
-0.337	12.9
-0.342	13.3
-0.348	13.3
-0.353	13.3
-0.358	13.3
-0.364	13.5
-0.369	13.6
-0.374	13.8
-0.380	13.9
-0.385	13.9
-0.390	14.0
-0.396	14.1
-0.401	14.2
-0.406	14.5
-0.412	14.5
-0.417	14.8
-0.422	15.1
-0.428	15.3
-0.433	15.5
-0.438	15.7
-0.444	15.8
-0.449	16.0
-0.455	16.1
-0.460	16.5
-0.465	16.9
-0.471	17.2
-0.476	17.3
-0.481	17.6
-0.487	18.0
-0.492	18.4
-0.497	18.8
-0.503	19.3
-0.508	19.9
-0.513	20.5
-0.519	21.1
-0.524	22.0
-0.529	22.7
-0.535	23.3
-0.540	24.3
-0.545	25.3
-0.551	26.5
-0.556	27.7
-0.561	28.9
-0.567	30.5
-0.572	32.1
-0.578	33.7
-0.583	35.4
-0.588	37.4
-0.594	39.5
-0.599	41.8
-0.604	44.3
-0.610	46.7
-0.615	49.0
-0.620	51.3
-0.626	53.6
-0.631	55.6
-0.636	57.2
-0.642	58.8
-0.647	59.7
-0.652	60.1
-0.658	60.0
-0.663	59.4
-0.668	58.1
-0.674	56.4
-0.679	53.8
-0.684	49.8
-0.690	46.9
-0.695	43.7
-0.701	40.2
-0.706	36.8
-0.711	33.5
-0.717	30.7
-0.722	27.9
-0.727	25.6
-0.733	23.6
-0.738	21.8
-0.743	20.3
-0.749	18.8
-0.754	17.7
-0.759	16.9
-0.765	16.1
-0.770	15.7
-0.775	15.2
-0.781	14.7
-0.786	14.3
-0.791	14.0
-0.797	13.6
-0.802	13.4
-0.807	13.3
-0.813	13.1
-0.818	12.9
-0.823	12.9
-0.829	12.9
-0.834	12.9
-0.840	12.8
-0.845	12.8
-0.850	12.8
-0.856	12.8
-0.861	12.8
-0.866	12.8
-0.872	12.8
-0.877	12.8
-0.882	12.8
-0.888	12.9
-0.893	12.9
-0.898	13.1
-0.904	13.2
-0.909	13.4
-0.914	13.6
-0.920	13.7
-0.925	13.7
-0.930	13.9
-0.936	13.9
-0.941	13.9
-0.946	14.1
-0.952	14.4
-0.957	14.8
-0.962	15.6
-0.968	16.2
-0.973	17.0
-0.979	17.8
-0.984	18.6
-0.989	19.7
-0.995	20.9
-1.000	22.3
-1.005	23.9
-1.011	25.6
-1.016	27.6
-1.021	29.9
-1.027	33.5
-1.032	35.4
-1.037	37.9
-1.043	40.7
-1.048	43.8
-1.053	46.8
-1.059	49.9
-1.064	52.7
-1.069	54.9
-1.075	56.0
-1.080	55.9
-1.085	54.6
-1.091	51.9
-1.096	48.1
-1.101	43.6
-1.107	38.9
-1.112	34.3
-1.118	30.0
-1.123	26.4
-1.128	23.4
-1.134	21.0
-1.139	19.2
-1.144	17.6
-1.150	16.4
-1.155	15.6
-1.160	14.8
-1.166	14.3
-1.171	13.7
-1.176	13.4
-1.182	13.2
-1.187	13.0
-1.192	12.9
-1.198	12.9
-1.203	12.9
-1.208	12.8
-1.214	12.8
-1.219	12.8
-1.224	12.8
-1.230	12.8
-1.235	12.8
-1.240	12.8
-1.246	12.8
-1.251	13.1
-1.256	13.3
-1.262	13.7
-1.267	14.0
-1.273	14.4
-1.278	14.8
-1.283	15.3
-1.289	15.7
-1.294	16.5
-1.299	17.3
-1.305	18.5
-1.310	19.7
-1.315	21.2
-1.321	22.8
-1.326	24.8
-1.331	27.0
-1.337	29.6
-1.342	32.5
-1.347	35.6
-1.353	38.8
-1.358	42.0
-1.363	45.3
-1.369	50.0
-1.374	51.2
-1.379	51.9
-1.385	51.5
-1.390	49.9
-1.395	46.3
-1.401	41.3
-1.406	35.5
-1.411	29.9
-1.417	25.3
-1.422	21.7
-1.428	19.1
-1.433	17.2
-1.438	15.9
-1.444	14.9
-1.449	14.1
-1.454	13.6
-1.460	13.3
-1.465	12.9
-1.470	12.8
-1.476	12.7
-1.481	12.5
-1.486	12.5
-1.492	12.4
-1.497	12.3
-1.502	12.3
-1.508	12.4
-1.513	12.5
-1.518	12.7
-1.524	12.9
-1.529	13.3
-1.534	13.7
-1.540	14.1
-1.545	14.6
-1.550	15.4
-1.556	16.1
-1.561	17.1
-1.566	18.2
-1.572	19.6
-1.577	21.4
-1.582	23.4
-1.588	25.8
-1.593	28.6
-1.599	31.9
-1.604	35.5
-1.609	39.7
-1.615	44.1
-1.620	47.6
-1.625	50.3
-1.631	51.0
-1.636	49.8
-1.641	46.4
-1.647	41.4
-1.652	35.7
-1.657	30.1
-1.663	25.3
-1.668	21.4
-1.673	18.7
-1.679	16.8
-1.684	15.6
-1.689	14.5
-1.695	13.8
-1.700	13.2
-1.705	12.8
-1.711	12.5
-1.716	12.2
-1.721	12.1
-1.727	12.1
-1.732	12.1
-1.737	12.1
-1.743	12.1
-1.748	12.3
-1.753	12.6
-1.759	13.0
-1.764	13.4
-1.769	14.1
-1.775	14.7
-1.780	15.5
-1.786	16.6
-1.791	17.8
-1.796	19.4
-1.802	21.4
-1.807	23.8
-1.812	26.5
-1.818	30.0
-1.823	34.0
-1.828	38.3
-1.834	42.8
-1.839	46.7
-1.844	48.9
-1.850	49.1
-1.855	46.4
-1.860	41.5
-1.866	35.4
-1.871	29.4
-1.876	24.3
-1.882	20.5
-1.887	17.9
-1.892	16.0
-1.898	14.6
-1.903	13.7
-1.908	13.1
-1.914	12.7
-1.919	12.3
-1.924	12.0
-1.930	12.0
-1.935	12.0
-1.940	12.0
-1.946	12.0
-1.951	12.1
-1.956	12.5
-1.962	12.9
-1.967	13.3
-1.972	14.1
-1.978	14.9
-1.983	15.9
-1.989	17.1
-1.994	18.7
-1.999	20.6
-2.005	23.0
-2.010	25.8
-2.015	29.4
-2.021	33.7
-2.026	38.5
-2.031	43.1
-2.037	46.3
-2.042	47.4
-2.047	45.5
-2.053	40.1
-2.058	34.4
-2.063	28.5
-2.069	23.4
-2.074	19.9
-2.079	17.2
-2.085	15.2
-2.090	14.0
-2.095	13.2
-2.101	12.5
-2.106	12.0
-2.111	11.6
-2.117	11.4
-2.122	11.3
-2.127	11.4
-2.133	11.7
-2.138	12.0
-2.143	12.4
-2.149	12.8
-2.154	13.3
-2.159	14.1
-2.165	15.1
-2.170	16.4
-2.175	18.0
-2.181	20.1
-2.186	22.7
-2.191	26.0
-2.197	30.0
-2.202	34.8
-2.207	39.5
-2.213	43.6
-2.218	45.4
-2.223	44.0
-2.229	39.6
-2.234	33.4
-2.240	27.2
-2.245	22.3
-2.250	18.6
-2.256	16.0
-2.261	14.4
-2.266	13.2
-2.272	12.4
-2.277	11.8
-2.282	11.4
-2.288	11.3
-2.293	11.3
-2.298	11.3
-2.304	11.6
-2.309	11.9
-2.314	12.2
-2.320	12.9
-2.325	13.7
-2.330	14.7
-2.336	15.8
-2.341	17.4
-2.346	19.3
-2.352	21.7
-2.357	24.7
-2.362	28.5
-2.368	33.2
-2.373	38.2
-2.378	41.9
-2.384	43.2
-2.389	40.9
-2.394	34.8
-2.400	29.2
-2.405	23.6
-2.410	19.5
-2.416	16.4
-2.421	14.5
-2.426	13.3
-2.432	12.4
-2.437	11.6
-2.442	11.2
-2.448	11.2
-2.453	11.2
-2.458	11.3
-2.464	11.4
-2.469	11.7
-2.474	12.1
-2.480	12.8
-2.485	13.6
-2.490	14.8
-2.496	16.2
-2.501	17.9
-2.506	20.2
-2.512	23.1
-2.517	26.7
-2.522	31.1
-2.528	35.2
-2.533	38.1
-2.538	38.3
-2.544	35.6
-2.549	30.6
-2.554	25.1
-2.560	20.6
-2.565	17.1
-2.570	14.8
-2.576	13.3
-2.581	12.1
-2.586	11.6
-2.592	11.2
-2.597	10.9
-2.602	10.9
-2.608	10.9
-2.613	11.1
-2.619	11.5
-2.624	12.0
-2.629	12.7
-2.635	13.6
-2.640	14.8
-2.645	16.2
-2.651	18.1
-2.656	20.5
-2.661	23.7
-2.667	27.7
-2.672	32.0
-2.677	35.1
-2.683	35.7
-2.688	33.2
-2.693	28.4
-2.699	23.2
-2.704	19.0
-2.709	15.9
-2.715	13.8
-2.720	12.4
-2.725	11.6
-2.731	10.9
-2.736	10.5
-2.741	10.4
-2.747	10.5
-2.752	10.5
-2.757	10.8
-2.763	11.0
-2.768	11.7
-2.773	12.3
-2.779	13.4
-2.784	14.7
-2.789	16.4
-2.795	18.7
-2.800	21.5
-2.805	25.1
-2.811	28.4
-2.816	30.5
-2.821	30.2
-2.827	27.0
-2.832	22.7
-2.837	18.7
-2.843	15.5
-2.848	13.2
-2.853	12.0
-2.859	10.9
-2.864	10.5
-2.869	10.1
-2.875	10.1
-2.880	10.0
-2.885	10.0
-2.891	10.1
-2.896	10.5
-2.901	10.9
-2.907	11.6
-2.912	12.3
-2.917	13.4
-2.923	15.0
-2.928	17.1
-2.933	19.6
-2.939	22.3
-2.944	24.4
-2.949	24.8
-2.955	23.2
-2.960	20.3
-2.965	17.1
-2.971	14.4
-2.976	12.5
-2.981	11.3
-2.987	10.5
-2.992	9.9
-2.997	9.5
-3.003	9.4
-3.008	9.3
-3.013	9.3
-3.019	9.3
-3.024	9.7
-3.029	10.0
-3.035	10.5
-3.040	11.3
-3.045	12.1
-3.051	13.4
-3.056	15.0
-3.061	16.9
-3.067	18.8
-3.072	19.6
-3.077	19.5
-3.083	17.4
-3.088	14.8
-3.093	12.8
-3.099	11.3
-3.104	10.1
-3.109	9.4
-3.115	9.0
-3.120	8.7
-3.125	8.6
-3.131	8.6
-3.136	8.6
-3.141	8.6
-3.147	8.8
-3.152	9.0
-3.157	9.3
-3.163	9.8
-3.168	10.6
-3.173	11.6
-3.179	12.8
-3.184	13.8
-3.189	14.6
-3.195	14.5
-3.200	13.6
-3.205	12.4
-3.211	11.2
-3.216	10.0
-3.221	9.3
-3.227	8.7
-3.232	8.3
-3.237	8.1
-3.243	8.0
-3.248	8.0
-3.253	8.0
-3.259	8.0
-3.264	8.0
-3.269	8.1
-3.275	8.4
-3.280	8.8
-3.285	9.2
-3.291	9.8
-3.296	10.4
-3.301	10.8
-3.306	10.9
-3.312	10.5
-3.317	10.1
-3.322	9.4
-3.328	8.8
-3.333	8.4
-3.338	8.0
-3.344	7.7
-3.349	7.4
-3.354	7.4
-3.360	7.3
-3.365	7.3
-3.370	7.3
-3.376	7.3
-3.381	7.3
-3.386	7.4
-3.392	7.6
-3.397	8.0
-3.402	8.1
-3.408	8.3
-3.413	8.4
-3.418	8.6
-3.424	8.2
-3.429	8.0
