&a / °	I1 / %
2.191	51.4
2.186	47.1
2.181	42.7
2.175	38.6
2.170	35.4
2.165	32.3
2.159	29.6
2.154	27.1
2.149	25.0
2.143	23.0
2.138	21.4
2.133	20.0
2.127	18.9
2.122	18.1
2.117	17.4
2.111	16.9
2.106	16.6
2.101	16.5
2.095	16.5
2.090	16.7
2.085	17.2
2.079	18.2
2.074	19.8
2.069	22.0
2.063	24.9
2.058	28.4
2.053	34.2
2.047	37.6
2.042	41.6
2.037	45.8
2.031	49.6
2.026	52.8
2.021	55.2
2.015	56.7
2.010	57.3
2.005	56.8
1.999	55.2
1.994	52.7
1.989	49.5
1.983	45.8
1.978	42.2
1.972	38.5
1.967	35.0
1.962	31.9
1.956	29.0
1.951	26.6
1.946	24.5
1.940	22.6
1.935	21.1
1.930	19.8
1.924	18.8
1.919	18.0
1.914	17.4
1.908	16.9
1.903	16.5
1.898	16.4
1.892	16.3
1.887	16.4
1.882	16.8
1.876	17.2
1.871	18.0
1.866	19.3
1.860	21.2
1.855	23.5
1.850	26.3
1.844	29.7
1.839	33.4
1.834	37.6
1.828	41.6
1.823	45.6
1.818	49.2
1.812	52.4
1.807	55.0
1.802	56.7
1.796	57.7
1.791	57.8
1.786	57.1
1.780	55.5
1.775	53.4
1.769	50.6
1.764	47.3
1.759	44.0
1.753	40.6
1.748	37.3
1.743	34.1
1.737	31.3
1.732	28.8
1.727	26.7
1.721	24.7
1.716	23.1
1.711	21.0
1.705	20.2
1.700	19.2
1.695	18.5
1.689	17.8
1.684	17.4
1.679	17.0
1.673	16.7
1.668	16.4
1.663	16.4
1.657	16.4
1.652	16.4
1.647	16.6
1.641	17.0
1.636	17.6
1.631	18.4
1.625	19.6
1.620	21.4
1.615	23.5
1.609	26.2
1.604	29.0
1.599	32.2
1.593	35.4
1.588	38.8
1.582	42.1
1.577	45.0
1.572	47.7
1.566	50.1
1.561	52.6
1.556	55.0
1.550	57.0
1.545	58.2
1.540	58.6
1.534	58.3
1.529	57.1
1.524	55.2
1.518	52.9
1.513	50.1
1.508	47.1
1.502	44.0
1.497	41.1
1.492	38.2
1.486	35.3
1.481	32.7
1.476	30.4
1.470	28.3
1.465	26.4
1.460	24.7
1.454	23.2
1.449	22.0
1.444	20.9
1.438	20.1
1.433	19.3
1.428	18.7
1.422	18.2
1.417	17.8
1.411	17.4
1.406	17.1
1.401	16.8
1.395	16.6
1.390	16.5
1.385	16.5
1.379	16.5
1.374	16.5
1.369	16.8
1.363	16.9
1.358	17.2
1.353	17.6
1.347	18.3
1.342	19.1
1.337	20.3
1.331	21.8
1.326	23.6
1.321	25.6
1.315	28.0
1.310	30.7
1.305	33.6
1.299	36.7
1.294	39.9
1.289	43.1
1.283	46.2
1.278	49.2
1.273	52.1
1.267	54.5
1.262	56.5
1.256	58.1
1.251	59.4
1.246	60.2
1.240	60.6
1.235	60.7
1.230	60.3
1.224	59.4
1.219	58.1
1.214	56.4
1.208	54.4
1.203	52.2
1.198	49.8
1.192	47.0
1.187	44.6
1.182	41.8
1.176	39.4
1.171	37.0
1.166	34.6
1.160	32.5
1.155	30.5
1.150	28.7
1.144	27.0
1.139	25.5
1.134	24.1
1.128	22.9
1.123	21.8
1.118	20.9
1.112	20.2
1.107	19.4
1.101	18.9
1.096	18.4
1.091	18.0
1.085	17.6
1.080	17.2
1.075	16.9
1.069	16.8
1.064	16.6
1.059	16.6
1.053	16.3
1.048	16.3
1.043	16.3
1.037	16.3
1.032	16.2
1.027	16.3
1.021	16.2
1.016	16.2
1.011	16.2
1.005	16.4
1.000	16.6
0.995	16.9
0.989	17.2
0.984	17.6
0.979	18.0
0.973	18.5
0.968	19.1
0.962	20.0
0.957	21.0
0.952	22.2
0.946	23.5
0.941	25.1
0.936	26.7
0.930	28.4
0.925	30.4
0.920	32.4
0.914	34.4
0.909	36.4
0.904	38.5
0.898	40.5
0.893	42.7
0.888	44.8
0.882	46.8
0.877	48.8
0.872	50.9
0.866	52.8
0.861	54.8
0.856	56.4
0.850	57.7
0.845	58.8
0.840	59.5
0.834	59.9
0.829	60.4
0.823	60.9
0.818	61.2
0.813	61.5
0.807	61.7
0.802	61.6
0.797	61.2
0.791	60.7
0.786	59.8
0.781	58.9
0.775	57.8
0.770	56.6
0.765	55.4
0.759	53.9
0.754	52.1
0.749	50.1
0.743	48.0
0.738	45.9
0.733	44.0
0.727	42.4
0.722	41.0
0.717	39.7
0.711	38.2
0.706	36.8
0.701	35.4
0.695	33.8
0.690	32.4
0.684	30.5
0.679	29.6
0.674	28.6
0.668	27.6
0.663	26.7
0.658	25.7
0.652	25.0
0.647	24.2
0.642	23.4
0.636	22.6
0.631	21.9
0.626	21.2
0.620	20.6
0.615	20.0
0.610	19.6
0.604	19.2
0.599	18.9
0.594	18.5
0.588	18.3
0.583	18.1
0.578	17.7
0.572	17.4
0.567	17.4
0.561	17.2
0.556	17.1
0.551	16.8
0.545	16.6
0.540	16.5
0.535	16.4
0.529	16.2
0.524	15.9
0.519	15.8
0.513	15.7
0.508	15.6
0.503	15.6
0.497	15.5
0.492	15.5
0.487	15.3
0.481	15.2
0.476	15.2
0.471	15.2
0.465	14.9
0.460	14.9
0.455	14.8
0.449	14.7
0.444	14.6
0.438	14.6
0.433	14.6
0.428	14.6
0.422	14.6
0.417	14.5
0.412	14.5
0.406	14.5
0.401	14.5
0.396	14.5
0.390	14.6
0.385	14.6
0.380	14.5
0.374	14.5
0.369	14.5
0.364	14.6
0.358	14.6
0.353	14.6
0.348	14.6
0.342	14.8
0.337	14.8
0.332	14.8
0.326	14.8
0.321	14.8
0.316	14.8
0.310	14.8
0.305	14.8
0.299	14.9
0.294	14.9
0.289	14.9
0.283	15.0
0.278	15.0
0.273	15.0
0.267	15.1
0.262	15.2
0.257	15.2
0.251	15.2
0.246	15.3
0.241	15.3
0.235	15.4
0.230	15.4
0.225	15.5
0.219	15.5
0.214	15.6
0.209	15.7
0.203	15.7
0.198	15.8
0.193	15.8
0.187	15.9
0.182	15.9
0.176	15.9
0.171	16.0
0.166	16.0
0.160	16.1
0.155	16.1
0.150	16.1
0.144	16.1
0.139	16.1
0.134	16.1
0.128	16.1
0.123	16.1
0.118	16.1
0.112	16.1
0.107	16.1
0.102	16.1
0.096	16.1
0.091	16.1
0.086	16.2
0.080	16.2
0.075	16.2
0.070	16.2
0.064	16.2
0.059	16.2
0.053	16.2
0.048	16.2
0.043	16.2
0.037	16.2
0.032	16.2
0.027	16.2
0.021	16.2
0.016	16.2
0.011	16.1
0.005	15.9
0.000	15.6
-0.005	15.4
-0.011	15.2
-0.016	15.2
-0.021	15.2
-0.027	15.2
-0.032	15.4
-0.037	15.5
-0.043	15.6
-0.048	15.5
-0.053	15.4
-0.059	15.2
-0.064	15.2
-0.070	15.2
-0.075	15.2
-0.080	15.2
-0.086	15.2
-0.091	15.1
-0.096	15.1
-0.102	15.0
-0.107	15.0
-0.112	15.0
-0.118	15.0
-0.123	14.9
-0.128	14.9
-0.134	14.9
-0.139	15.0
-0.144	14.9
-0.150	14.9
-0.155	14.9
-0.160	14.8
-0.166	14.8
-0.171	14.8
-0.176	14.8
-0.182	14.8
-0.187	14.7
-0.193	14.7
-0.198	14.7
-0.203	14.6
-0.209	14.6
-0.214	14.6
-0.219	14.5
-0.225	14.6
-0.230	14.6
-0.235	14.5
-0.241	14.6
-0.246	14.6
-0.251	14.6
-0.257	14.6
-0.262	14.4
-0.267	14.4
-0.273	14.4
-0.278	14.5
-0.283	14.5
-0.289	14.6
-0.294	14.7
-0.299	14.8
-0.305	14.9
-0.310	14.9
-0.316	14.9
-0.321	15.0
-0.326	15.0
-0.332	15.3
-0.337	15.4
-0.342	15.9
-0.348	16.0
-0.353	16.0
-0.358	16.1
-0.364	16.2
-0.369	16.3
-0.374	16.6
-0.380	16.7
-0.385	16.9
-0.390	17.2
-0.396	17.3
-0.401	17.5
-0.406	17.8
-0.412	18.1
-0.417	18.4
-0.422	18.8
-0.428	19.2
-0.433	19.4
-0.438	19.8
-0.444	20.1
-0.449	20.6
-0.455	21.0
-0.460	21.6
-0.465	22.1
-0.471	22.7
-0.476	23.3
-0.481	24.0
-0.487	24.8
-0.492	25.6
-0.497	26.4
-0.503	27.3
-0.508	28.3
-0.513	29.5
-0.519	30.7
-0.524	32.2
-0.529	33.6
-0.535	35.2
-0.540	36.8
-0.545	38.4
-0.551	40.1
-0.556	41.8
-0.561	43.8
-0.567	45.8
-0.572	47.9
-0.578	49.8
-0.583	51.7
-0.588	53.5
-0.594	55.4
-0.599	57.0
-0.604	58.5
-0.610	59.5
-0.615	60.4
-0.620	60.8
-0.626	61.3
-0.631	61.7
-0.636	62.2
-0.642	62.5
-0.647	62.8
-0.652	63.0
-0.658	62.9
-0.663	62.8
-0.668	62.4
-0.674	61.5
-0.679	59.9
-0.684	57.6
-0.690	55.8
-0.695	53.8
-0.701	51.8
-0.706	49.8
-0.711	47.9
-0.717	46.0
-0.722	44.1
-0.727	42.0
-0.733	39.6
-0.738	37.2
-0.743	34.4
-0.749	31.8
-0.754	29.3
-0.759	27.0
-0.765	25.0
-0.770	23.3
-0.775	21.6
-0.781	20.3
-0.786	19.2
-0.791	18.4
-0.797	17.7
-0.802	17.2
-0.807	16.7
-0.813	16.3
-0.818	15.9
-0.823	15.6
-0.829	15.4
-0.834	15.3
-0.840	15.2
-0.845	15.2
-0.850	15.1
-0.856	15.1
-0.861	15.1
-0.866	15.1
-0.872	15.1
-0.877	15.2
-0.882	15.2
-0.888	15.3
-0.893	15.4
-0.898	15.7
-0.904	16.0
-0.909	16.3
-0.914	16.4
-0.920	16.7
-0.925	16.8
-0.930	17.0
-0.936	17.0
-0.941	17.1
-0.946	17.4
-0.952	17.8
-0.957	18.6
-0.962	19.9
-0.968	21.4
-0.973	23.0
-0.979	24.6
-0.984	26.2
-0.989	28.1
-0.995	30.1
-1.000	32.4
-1.005	34.9
-1.011	37.6
-1.016	40.7
-1.021	43.8
-1.027	48.5
-1.032	50.4
-1.037	52.5
-1.043	54.2
-1.048	55.7
-1.053	56.9
-1.059	57.9
-1.064	58.8
-1.069	59.6
-1.075	60.0
-1.080	59.9
-1.085	59.2
-1.091	57.8
-1.096	55.6
-1.101	52.9
-1.107	50.1
-1.112	47.0
-1.118	44.0
-1.123	41.1
-1.128	38.1
-1.134	34.8
-1.139	31.5
-1.144	28.2
-1.150	25.4
-1.155	23.0
-1.160	20.9
-1.166	19.4
-1.171	18.2
-1.176	17.4
-1.182	16.6
-1.187	16.2
-1.192	15.8
-1.198	15.4
-1.203	15.2
-1.208	15.2
-1.214	15.2
-1.219	15.1
-1.224	15.1
-1.230	15.1
-1.235	15.1
-1.240	15.2
-1.246	15.4
-1.251	15.8
-1.256	16.2
-1.262	16.6
-1.267	17.1
-1.273	17.7
-1.278	18.5
-1.283	19.4
-1.289	20.5
-1.294	21.9
-1.299	23.4
-1.305	25.2
-1.310	27.3
-1.315	29.8
-1.321	32.6
-1.326	35.7
-1.331	39.1
-1.337	42.7
-1.342	46.3
-1.347	49.3
-1.353	51.7
-1.358	53.4
-1.363	54.6
-1.369	56.0
-1.374	56.0
-1.379	56.0
-1.385	55.8
-1.390	55.2
-1.395	53.4
-1.401	50.5
-1.406	46.4
-1.411	42.0
-1.417	37.8
-1.422	34.0
-1.428	30.3
-1.433	26.9
-1.438	23.8
-1.444	21.2
-1.449	19.3
-1.454	17.9
-1.460	16.9
-1.465	16.2
-1.470	15.6
-1.476	15.2
-1.481	14.8
-1.486	14.6
-1.492	14.6
-1.497	14.5
-1.502	14.6
-1.508	14.8
-1.513	15.0
-1.518	15.3
-1.524	15.7
-1.529	16.3
-1.534	16.9
-1.540	17.7
-1.545	18.6
-1.550	19.8
-1.556	21.2
-1.561	22.9
-1.566	24.8
-1.572	27.1
-1.577	30.0
-1.582	33.4
-1.588	37.2
-1.593	41.2
-1.599	45.1
-1.604	48.6
-1.609	51.6
-1.615	53.7
-1.620	55.0
-1.625	55.8
-1.631	55.8
-1.636	54.9
-1.641	52.8
-1.647	49.8
-1.652	46.2
-1.657	42.2
-1.663	38.2
-1.668	33.8
-1.673	29.5
-1.679	25.8
-1.684	22.5
-1.689	20.0
-1.695	18.2
-1.700	16.9
-1.705	16.0
-1.711	14.9
-1.716	14.5
-1.721	14.4
-1.727	14.4
-1.732	14.4
-1.737	14.4
-1.743	14.6
-1.748	14.9
-1.753	15.4
-1.759	15.9
-1.764	16.7
-1.769	17.5
-1.775	18.7
-1.780	20.1
-1.786	21.9
-1.791	24.0
-1.796	26.7
-1.802	30.1
-1.807	33.8
-1.812	38.0
-1.818	42.4
-1.823	46.4
-1.828	49.7
-1.834	52.0
-1.839	53.5
-1.844	54.3
-1.850	53.9
-1.855	52.2
-1.860	49.2
-1.866	45.2
-1.871	41.0
-1.876	36.5
-1.882	32.0
-1.887	27.5
-1.892	23.6
-1.898	20.6
-1.903	18.4
-1.908	16.8
-1.914	15.7
-1.919	14.9
-1.924	14.4
-1.930	14.0
-1.935	14.0
-1.940	14.0
-1.946	14.2
-1.951	14.6
-1.956	15.0
-1.962	15.8
-1.967	16.6
-1.972	17.4
-1.978	19.0
-1.983	20.6
-1.989	22.6
-1.994	25.4
-1.999	28.6
-2.005	32.6
-2.010	37.0
-2.015	41.4
-2.021	45.5
-2.026	48.6
-2.031	50.6
-2.037	51.7
-2.042	51.8
-2.047	50.7
-2.053	47.4
-2.058	43.7
-2.063	39.6
-2.069	35.2
-2.074	30.4
-2.079	25.9
-2.085	22.0
-2.090	19.2
-2.095	17.2
-2.101	15.6
-2.106	14.6
-2.111	14.0
-2.117	13.6
-2.122	13.5
-2.127	13.5
-2.133	13.8
-2.138	14.3
-2.143	14.8
-2.149	15.6
-2.154	16.4
-2.159	17.7
-2.165	19.5
-2.170	21.8
-2.175	24.6
-2.181	28.2
-2.186	32.3
-2.191	37.0
-2.197	41.4
-2.202	45.3
-2.207	47.8
-2.213	49.3
-2.218	49.8
-2.223	49.0
-2.229	46.3
-2.234	42.4
-2.240	38.1
-2.245	33.4
-2.250	28.2
-2.256	23.4
-2.261	19.9
-2.266	17.4
-2.272	15.6
-2.277	14.5
-2.282	13.8
-2.288	13.4
-2.293	13.3
-2.298	13.3
-2.304	13.6
-2.309	14.2
-2.314	15.0
-2.320	16.0
-2.325	17.2
-2.330	18.8
-2.336	20.8
-2.341	23.2
-2.346	26.3
-2.352	30.3
-2.357	34.7
-2.362	39.2
-2.368	43.1
-2.373	45.9
-2.378	47.3
-2.384	47.8
-2.389	46.3
-2.394	42.5
-2.400	38.5
-2.405	34.0
-2.410	29.0
-2.416	24.1
-2.421	20.3
-2.426	17.5
-2.432	15.5
-2.437	14.3
-2.442	13.5
-2.448	13.1
-2.453	13.0
-2.458	13.1
-2.464	13.5
-2.469	14.1
-2.474	14.9
-2.480	15.9
-2.485	17.1
-2.490	19.0
-2.496	21.4
-2.501	24.4
-2.506	28.0
-2.512	32.3
-2.517	36.4
-2.522	39.6
-2.528	41.8
-2.533	42.8
-2.538	42.8
-2.544	40.9
-2.549	37.7
-2.554	34.0
-2.560	29.6
-2.565	24.8
-2.570	20.6
-2.576	17.6
-2.581	15.4
-2.586	14.1
-2.592	13.1
-2.597	12.6
-2.602	12.4
-2.608	12.6
-2.613	13.0
-2.619	13.5
-2.624	14.3
-2.629	15.4
-2.635	16.9
-2.640	18.9
-2.645	21.4
-2.651	24.5
-2.656	28.2
-2.661	32.2
-2.667	35.8
-2.672	38.4
-2.677	39.7
-2.683	39.9
-2.688	38.1
-2.693	34.9
-2.699	31.0
-2.704	26.6
-2.709	22.3
-2.715	18.6
-2.720	16.0
-2.725	14.0
-2.731	12.9
-2.736	12.0
-2.741	11.8
-2.747	11.8
-2.752	11.9
-2.757	12.4
-2.763	13.0
-2.768	13.9
-2.773	15.2
-2.779	16.8
-2.784	19.0
-2.789	21.7
-2.795	25.0
-2.800	28.5
-2.805	31.5
-2.811	33.5
-2.816	34.4
-2.821	34.0
-2.827	31.9
-2.832	28.8
-2.837	25.2
-2.843	21.3
-2.848	17.8
-2.853	15.2
-2.859	13.5
-2.864	12.3
-2.869	11.5
-2.875	11.1
-2.880	11.0
-2.885	11.1
-2.891	11.5
-2.896	11.9
-2.901	12.7
-2.907	13.7
-2.912	15.0
-2.917	16.9
-2.923	19.3
-2.928	22.0
-2.933	24.6
-2.939	26.6
-2.944	27.6
-2.949	27.6
-2.955	26.4
-2.960	24.4
-2.965	21.6
-2.971	18.8
-2.976	16.0
-2.981	13.8
-2.987	12.2
-2.992	11.1
-2.997	10.5
-3.003	10.2
-3.008	10.0
-3.013	10.1
-3.019	10.4
-3.024	10.7
-3.029	11.2
-3.035	12.2
-3.040	13.3
-3.045	14.8
-3.051	16.5
-3.056	18.3
-3.061	19.9
-3.067	21.2
-3.072	21.6
-3.077	21.4
-3.083	19.8
-3.088	17.8
-3.093	15.7
-3.099	13.7
-3.104	11.9
-3.109	10.8
-3.115	9.9
-3.120	9.4
-3.125	9.0
-3.131	9.0
-3.136	9.0
-3.141	9.1
-3.147	9.3
-3.152	9.6
-3.157	10.0
-3.163	10.9
-3.168	12.1
-3.173	13.5
-3.179	14.7
-3.184	15.5
-3.189	15.8
-3.195	15.7
-3.200	15.0
-3.205	14.0
-3.211	12.8
-3.216	11.3
-3.221	10.1
-3.227	9.3
-3.232	8.7
-3.237	8.3
-3.243	8.0
-3.248	8.0
-3.253	7.9
-3.259	8.0
-3.264	8.1
-3.269	8.4
-3.275	8.8
-3.280	9.3
-3.285	9.9
-3.291	10.5
-3.296	11.0
-3.301	11.3
-3.306	11.3
-3.312	11.0
-3.317	10.6
-3.322	10.1
-3.328	9.4
-3.333	8.8
-3.338	8.2
-3.344	7.8
-3.349	7.4
-3.354	7.2
-3.360	7.1
-3.365	7.1
-3.370	7.1
-3.376	7.1
-3.381	7.1
-3.386	7.4
-3.392	7.5
-3.397	7.9
-3.402	8.2
-3.408	8.3
-3.413	8.3
-3.418	8.4
-3.424	8.1
