n_1	N_1
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	3
15	7
16	21
17	32
18	56
19	47
20	53
21	54
22	45
23	44
24	53
25	39
26	47
27	37
28	46
29	45
30	39
31	36
32	40
33	41
34	39
35	49
36	42
37	48
38	61
39	68
40	64
41	68
42	69
43	83
44	87
45	92
46	95
47	108
48	105
49	114
50	118
51	121
52	135
53	141
54	138
55	132
56	143
57	163
58	170
59	164
60	182
61	190
62	226
63	214
64	205
65	228
66	239
67	246
68	264
69	272
70	278
71	309
72	291
73	344
74	329
75	343
76	343
77	342
78	364
79	349
80	363
81	348
82	424
83	387
84	395
85	399
86	416
87	414
88	443
89	427
90	382
91	416
92	418
93	398
94	464
95	428
96	432
97	440
98	470
99	454
100	442
101	430
102	457
103	469
104	468
105	453
106	424
107	443
108	430
109	415
110	405
111	438
112	442
113	423
114	441
115	444
116	411
117	389
118	414
119	430
120	419
121	409
122	413
123	434
124	406
125	373
126	359
127	399
128	362
129	365
130	384
131	351
132	355
133	397
134	388
135	360
136	399
137	333
138	360
139	308
140	307
141	331
142	284
143	308
144	297
145	287
146	274
147	253
148	269
149	248
150	238
151	235
152	224
153	208
154	226
155	198
156	217
157	188
158	173
159	189
160	200
161	174
162	176
163	173
164	178
165	129
166	147
167	126
168	116
169	141
170	127
171	122
172	107
173	107
174	113
175	88
176	120
177	107
178	101
179	93
180	103
181	108
182	77
183	89
184	77
185	74
186	100
187	83
188	59
189	64
190	53
191	60
192	65
193	55
194	68
195	49
196	53
197	53
198	58
199	62
200	51
201	45
202	55
203	51
204	37
205	57
206	37
207	56
208	30
209	38
210	41
211	43
212	42
213	29
214	28
215	36
216	34
217	24
218	37
219	30
220	40
221	36
222	31
223	36
224	28
225	30
226	31
227	45
228	25
229	32
230	27
231	23
232	23
233	23
234	38
235	17
236	22
237	23
238	19
239	18
240	18
241	18
242	22
243	22
244	23
245	16
246	20
247	20
248	11
249	18
250	22
251	18
252	15
253	17
254	21
255	16
256	16
257	7
258	10
259	21
260	13
261	12
262	20
263	14
264	15
265	10
266	12
267	14
268	16
269	12
270	14
271	12
272	17
273	10
274	15
275	13
276	8
277	10
278	13
279	3
280	7
281	5
282	4
283	9
284	11
285	9
286	11
287	8
288	17
289	13
290	9
291	10
292	8
293	7
294	11
295	12
296	5
297	9
298	6
299	4
300	6
301	7
302	9
303	6
304	7
305	8
306	4
307	7
308	8
309	9
310	4
311	6
312	3
313	4
314	3
315	3
316	8
317	6
318	7
319	5
320	6
321	4
322	6
323	4
324	7
325	6
326	4
327	4
328	2
329	2
330	6
331	0
332	1
333	4
334	2
335	4
336	2
337	2
338	4
339	2
340	1
341	4
342	1
343	2
344	2
345	2
346	1
347	2
348	1
349	1
350	2
351	0
352	2
353	3
354	1
355	4
356	1
357	2
358	1
359	1
360	2
361	2
362	3
363	4
364	2
365	3
366	1
367	3
368	3
369	2
370	2
371	4
372	3
373	2
374	1
375	0
376	0
377	0
378	2
379	2
380	1
381	1
382	1
383	1
384	2
385	1
386	2
387	2
388	2
389	0
390	2
391	0
392	1
393	1
394	0
395	2
396	2
397	1
398	0
399	1
400	1
401	3
402	1
403	2
404	0
405	2
406	2
407	2
408	1
409	1
410	0
411	2
412	0
413	3
414	0
415	1
416	2
417	1
418	0
419	1
420	1
421	0
422	0
423	1
424	1
425	0
426	2
427	0
428	1
429	0
430	1
431	1
432	0
433	0
434	1
435	1
436	0
437	0
438	0
439	1
440	1
441	0
442	0
443	1
444	0
445	0
446	1
447	1
448	0
449	0
450	1
451	1
452	2
453	0
454	2
455	0
456	1
457	1
458	0
459	2
460	1
461	1
462	1
463	0
464	0
465	1
466	1
467	0
468	1
469	1
470	0
471	0
472	0
473	1
474	0
475	0
476	2
477	0
478	0
479	1
480	0
481	1
482	0
483	0
484	1
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	1
495	0
496	0
497	0
498	0
499	0
500	0
501	1
502	2
503	0
504	1
505	0
506	0
507	0
508	0
509	0
510	0
511	3
